Año,Trimestre,Provincia,Otros,"0,256 Mbps","0,375 Mbps","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,6 Mbps",11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,47 Mbps,48 Mbps,49 Mbps,50 Mbps,51 Mbps,52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps,78 Mbps,80 Mbps,81 Mbps,83 Mbps,82 Mbps,86 Mbps
2022,1,Entre Ríos,16750,1,0,0,200,86,113,5632,0,0,0,4656,0,0,0,115350,0,0,390,2393,0,5015,260860,0,1117,0,1541,3,469590,0,0,4369,0,0,3669,1,0,839,0,33416,0,0,0,0,4030,0,0,0,0,0,0,17566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Formosa,588,0,0,0,490,48,0,448,0,0,0,1951,0,0,0,100280,0,0,0,3291,0,2959,58840,0,26,0,88,0,68310,0,0,331,0,0,572,0,0,228,0,5482,0,0,0,0,396,0,0,0,0,0,0,324,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,7268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Jujuy,2442,0,0,0,260,32,0,1761,0,0,0,3996,0,0,0,54320,0,0,0,2858,0,4736,51190,0,10,0,999,0,153120,0,0,23223,0,0,526,0,0,4,0,14170,0,0,0,0,359,0,0,0,26,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,1,La Pampa,2833,1,0,0,2390,61,476,1747,0,0,185,3700,0,0,0,79300,0,0,2460,3412,0,2432,426930,0,118,0,1751,0,80000,0,0,14,0,0,7002,0,0,2,0,5026,0,0,0,0,121,0,0,0,0,0,0,5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12719,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,La Rioja,0,0,0,0,90,9,0,778,0,0,0,6,0,0,0,9580,0,0,0,2,0,162,24480,0,0,0,85,0,46070,0,22,15379,0,0,525,0,0,0,0,7698,0,0,0,873,257,0,0,0,0,0,0,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Mendoza,3287,1,0,0,970,16,1135,2220,0,0,1348,3360,0,0,0,49960,0,0,15731,1640,0,903,232520,0,1708,0,14094,1736,88690,0,0,44057,0,0,22543,0,0,0,0,7578,0,0,0,13898,149,0,0,0,0,0,0,45551,0,0,0,0,82,0,0,0,39,0,1,0,0,0,0,41347,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2022,1,Misiones,8349,0,0,0,470,4,0,3873,0,0,0,11079,0,0,0,56270,0,0,4,1622,0,4944,123790,0,366,0,48,6,218410,0,4,202,0,1,2355,1,0,299,0,23993,0,0,0,0,1332,0,0,0,0,0,0,14541,0,0,0,0,0,0,0,0,71,0,68,0,0,0,0,27132,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Neuquén,7885,0,0,0,650,72,565,558,0,0,0,1643,0,0,0,69570,0,0,11122,1463,0,9725,89460,0,276,0,7998,0,73490,0,0,824,0,1,4627,0,0,887,0,4824,0,0,0,0,2156,0,0,0,0,0,0,11796,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,33440,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Río Negro,22652,0,0,0,410,75,642,741,0,0,0,2951,0,0,0,68220,0,0,9543,2944,0,1901,114040,0,0,0,10335,7,85170,0,18,9621,0,0,9725,0,0,668,0,6894,0,0,0,0,3182,0,0,0,0,0,0,13255,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,20001,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
2022,1,Salta,6489,0,0,0,410,73,1,1724,0,0,0,1400,0,0,0,94840,0,0,8,8187,0,4422,120750,0,323,0,41,0,678820,0,0,470,0,0,2300,0,0,7,0,3536,0,0,0,0,1959,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,San Juan,2465,0,0,0,230,3,965,1304,0,0,0,1484,0,0,0,114950,0,0,13672,910,0,1653,31420,0,1187,0,9999,69,6590,0,0,14270,0,0,10443,0,0,0,0,431,0,0,0,960,811,0,0,0,0,0,0,10047,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,San Luis,28589,0,0,0,600,1,222,421,0,0,0,664,0,0,0,9680,0,0,1833,310,0,110,44020,0,127,0,2147,1544,190,0,0,7860,0,0,1849,0,0,0,0,93,0,0,0,0,68612,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Santa Cruz,485,3,0,0,250,23,275,6623,0,0,0,2339,0,0,0,28710,0,0,2230,962,0,1919,23890,0,21,0,2422,18,90410,0,0,6567,0,0,4557,0,0,940,0,213,0,0,0,450,1865,0,0,0,0,0,0,324,0,0,0,427,0,0,0,0,34,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
2022,1,Santa Fe,18444,32,0,0,3350,101,6,12429,0,0,0,9857,0,0,0,413600,0,0,174,4424,0,22022,659590,0,5762,0,12599,754,1892460,0,0,7886,135,0,16270,61,0,2047,0,58388,0,0,0,39,27250,0,0,0,0,0,0,30880,0,0,0,9,18,0,4,0,1763,0,103,0,0,0,0,198721,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0
2022,1,Santiago Del Estero,792,0,0,0,390,139,908,493,0,0,307,3308,0,0,0,84480,0,0,0,1267,0,384,165060,0,1468,0,12,0,596900,0,0,10211,0,0,655,0,0,0,0,2676,0,0,0,0,454,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Tierra Del Fuego,2421,0,0,0,130,11,381,513,0,0,0,1,0,0,0,80,0,0,3980,2207,0,403,62500,0,0,0,9445,26,61690,0,0,10791,0,0,6942,0,0,227,0,74,0,0,0,67,1613,0,0,0,0,0,0,117,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,833,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,Tucumán,273,0,0,0,190,20,0,2212,0,0,0,112,0,0,0,92080,0,0,2273,350,0,1191,228940,0,317,0,323,236,460850,0,0,3077,0,0,2558,0,0,0,1,15378,0,0,0,38,3724,0,0,0,10,0,0,1439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,4,Buenos Aires,22958,18,0,0,376350,168,6898,26151,0,0,351,24945,0,31,0,670750,0,0,57526,14234,0,34747,1320180,0,11447,241,79629,265,2397100,0,10,33883,128,33,100203,292,2,23212,0,139533,3,1,18,25,151911,0,0,0,0,0,0,697298,149,0,1,873,0,0,0,0,3285,9,0,0,0,0,1,1008985,0,2,0,58,0,1,59,402417,0,1,0,0,6,0,0,0,3163,0,98523,0,2,61,0,1,0,0
2021,4,Capital Federal,0,31,0,0,4960,36,1466,4453,0,0,0,323,0,0,0,59140,0,0,14576,993,0,3508,175950,0,6,0,19225,3,626650,0,5,4875,0,0,33732,5,0,17519,0,9999,1,0,0,0,56832,0,0,0,0,0,0,58100,0,0,0,9,0,0,0,30,117,0,0,0,0,0,0,433574,0,0,0,1,0,0,0,95368,0,0,0,0,0,1,0,0,3,0,31751,0,0,8,0,0,0,0
2021,4,Catamarca,2233,0,0,0,340,37,0,457,0,0,0,145,0,0,0,17490,0,0,0,350,0,20,33170,0,2,0,0,5,78480,0,0,3901,0,0,558,0,0,0,0,5345,0,0,0,2222,240,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Chaco,7585,0,225,111,2340,2,0,1058,0,25,0,1007,0,0,0,50390,0,0,167,368,0,1757,94250,0,575,0,1248,1,208540,0,0,2186,0,0,1629,0,0,315,0,17807,0,0,0,0,2301,0,0,0,0,0,0,11402,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,35385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Chubut,15763,8,0,0,860,32,1189,765,0,0,0,6667,0,0,0,194970,0,0,13798,5531,0,2414,151310,0,209,0,13734,887,247380,0,0,18965,0,0,12040,0,0,0,0,170,0,0,0,486,5059,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Córdoba,12607,2,0,0,880,10,93,13654,0,0,7,9748,26,787,0,461940,0,6,5026,13522,0,10141,878230,13,2623,0,11618,2196,1144420,0,88,16151,4,10,25341,134,0,4687,0,29831,0,0,0,2,34641,5,1,35,0,0,0,6649,0,0,0,8,0,0,0,0,474,0,0,0,0,0,0,343465,0,0,0,0,0,0,0,4842,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0
2021,4,Corrientes,7082,0,0,0,100,57,118,3976,0,0,0,3029,0,0,0,78280,0,0,480,1688,0,1558,107980,0,0,0,2921,0,234470,0,0,215,0,0,1676,1108,0,271,0,19652,0,0,0,0,2115,0,0,0,0,0,0,7986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Entre Ríos,16583,1,0,0,200,86,113,5752,0,0,0,5753,0,0,0,128110,0,0,390,2493,0,4293,274620,0,1123,0,1611,3,468990,0,0,5387,0,0,3728,1,0,936,0,28243,0,0,0,0,7393,0,0,0,0,0,0,16693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Formosa,1967,0,0,0,490,35,0,491,0,0,0,1131,0,0,0,102370,0,0,0,2977,0,2932,51400,0,2,0,17,0,69640,0,0,320,0,0,527,0,0,257,0,5707,0,0,0,0,817,0,0,0,0,0,0,322,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,7119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Jujuy,2324,0,0,0,260,32,0,1706,0,0,0,3270,0,0,0,53550,0,0,0,2858,0,4096,53360,0,10,0,999,0,157840,0,0,23224,0,0,528,0,0,4,0,14378,0,0,0,0,357,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,4,La Pampa,3027,1,0,0,2390,61,493,1736,0,0,185,3322,0,0,0,78610,0,0,2575,2936,0,2077,441480,0,118,0,1802,0,71620,0,0,14,0,0,7035,0,0,2,0,5208,0,0,0,0,153,0,0,0,0,0,0,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10959,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,La Rioja,0,0,0,0,90,9,0,638,0,0,0,302,0,0,0,10380,0,0,0,2,0,162,28770,0,0,0,85,0,53520,0,22,15342,0,0,459,0,0,0,0,7736,0,0,0,893,263,0,0,0,0,0,0,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Mendoza,366,1,0,0,1390,16,1432,2953,0,0,1348,3457,0,0,0,67580,0,0,19476,1663,0,879,299250,0,1860,0,17367,1544,95370,0,0,45845,0,0,24069,0,0,0,0,5300,0,0,0,12238,147,0,0,0,0,0,0,38840,0,0,0,0,94,0,0,0,36,0,1,0,0,0,0,31693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2021,4,Misiones,8335,0,0,0,470,4,0,4154,0,0,0,12191,0,0,0,55360,0,0,4,604,0,5943,134890,0,366,0,312,6,228700,0,4,223,0,1,2411,1,0,339,0,23742,0,0,0,0,1800,0,0,0,0,0,0,14173,0,0,0,0,0,0,0,0,71,0,68,0,0,0,0,26692,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Neuquén,7767,0,0,0,680,72,614,576,0,0,0,2555,0,0,0,76430,0,0,11324,1472,0,9863,92060,0,304,0,7937,0,50230,0,0,874,0,1,4358,0,0,1000,0,4282,0,0,0,0,3143,0,0,0,0,0,0,11218,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,35451,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Río Negro,22645,0,0,0,500,106,744,744,0,0,0,3008,0,0,0,68560,0,0,10574,2942,0,3037,116420,0,0,0,11204,11,86630,0,0,9339,0,0,10477,0,0,745,0,10694,0,0,0,0,3810,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,21771,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
2021,4,Salta,6475,0,0,0,410,73,1,1729,0,0,0,1401,0,0,0,123970,0,0,8,8154,0,4390,126130,0,315,0,41,0,689680,0,0,510,0,0,2332,0,0,9,0,3791,0,0,0,0,3256,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,San Juan,4435,0,0,0,410,3,1109,1319,0,0,0,1588,0,0,0,48110,0,0,14622,910,0,346,56430,0,239,0,10364,88,2640,0,0,13348,0,0,10207,0,0,0,0,423,0,0,0,13,336,0,0,0,0,0,0,9584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,San Luis,29218,0,0,0,610,1,264,422,0,0,0,664,0,0,0,9700,0,0,2065,310,0,94,40250,0,123,0,2277,1857,190,0,0,7085,0,0,1932,0,0,0,0,90,0,0,0,0,67363,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Santa Cruz,491,3,0,0,260,23,297,6623,0,0,0,2657,0,0,0,30160,0,0,2310,962,0,1918,28190,0,24,0,2474,24,91190,0,0,7509,1281,0,4120,0,0,1,0,143,0,0,0,654,980,0,0,0,0,0,0,150,0,0,0,216,0,0,0,0,10,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
2021,4,Santa Fe,18777,32,0,0,3350,100,7,13203,0,0,0,11322,0,0,0,466450,0,0,174,5144,0,22416,713760,0,3765,0,12141,753,1901970,0,0,8108,69,0,14501,61,0,2351,0,60600,0,0,0,0,33198,0,0,0,0,0,0,29302,0,0,0,9,0,0,2,0,1763,0,105,0,0,0,0,195292,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0
2021,4,Santiago Del Estero,793,0,0,0,390,139,908,506,0,0,307,3308,0,0,0,87430,0,0,0,1267,0,385,174000,0,1109,0,12,0,604030,0,0,9254,0,0,670,0,0,0,0,2281,0,0,0,0,438,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Tierra Del Fuego,2580,0,0,0,150,11,385,0,0,0,0,1,0,0,0,80,0,0,4074,2280,0,406,67360,0,0,0,9720,30,67840,0,0,9653,0,0,6583,0,0,255,0,71,0,0,0,43,1622,0,0,0,0,0,0,120,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,863,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,Tucumán,240,0,0,0,190,20,0,2220,0,0,0,128,0,0,0,81650,0,0,2273,348,0,1156,231280,0,321,0,324,280,478110,0,2,2149,0,0,2568,0,0,1,0,16303,0,0,0,13,3797,0,0,0,0,0,0,1516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2021,3,Buenos Aires,9728,18,0,0,370070,168,26751,28020,0,0,422,22661,0,31,0,827440,0,0,34703,19725,0,32406,8926260,0,11519,96,26604,265,2096690,0,8,35668,154,33,26730,561,2,26343,0,51884,3,1,61,26,161513,0,0,0,0,0,0,32257,149,0,1,538,0,0,0,0,2181,9,0,0,0,0,1,990263,0,2,0,24,0,1,59,423140,0,1,0,0,6,0,0,0,1044,0,44977,0,2,66,0,1,0,0
2021,3,Capital Federal,0,31,0,0,2280,36,374,4567,0,0,0,345,0,0,0,63740,0,0,1503,2419,0,3776,1382230,0,6,0,865,3,661390,0,5,5448,0,0,3078,5,0,20021,0,11228,1,0,0,0,62915,0,0,0,0,0,0,11864,0,0,0,9,0,0,0,30,118,0,0,0,0,0,0,451342,0,0,0,1,0,0,0,107242,0,0,0,0,0,1,0,0,3,0,13577,0,0,8,0,0,0,0
2021,3,Catamarca,2206,0,0,0,340,37,0,468,0,0,0,293,0,0,0,18960,0,0,0,350,0,18,37300,0,2,0,0,7,84190,0,0,4252,0,0,590,0,0,0,0,5675,0,0,0,734,254,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Chaco,7958,0,225,111,690,7,0,1130,0,25,0,1007,0,0,0,73470,0,0,1186,385,0,2381,90850,0,624,0,990,1,193710,0,0,2228,0,0,1667,0,0,388,0,19569,0,0,0,0,2467,0,0,0,0,0,0,11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Chubut,14907,8,0,0,640,32,0,906,0,0,0,4917,0,0,0,193990,0,0,68,3581,0,2453,579490,0,228,0,113,1075,248650,0,0,17620,0,0,773,0,0,0,0,145,0,0,0,26,5059,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Córdoba,9256,2,0,0,870,10,66,15190,0,0,7,12228,27,907,0,533350,0,6,4709,14756,0,11663,945470,14,4132,0,11567,2190,1233820,1,69,11585,4,10,16393,134,0,5520,0,31334,0,0,0,2,42337,2,0,25,0,0,0,4965,0,0,0,2,0,0,0,0,73,0,0,0,0,0,0,316047,0,0,0,0,0,0,0,13644,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0
2021,3,Corrientes,5053,0,0,0,100,57,118,4071,0,0,0,2949,0,0,0,80980,0,0,480,1706,0,1511,113410,0,1343,0,5507,0,216280,0,0,442,0,0,1681,1470,0,322,0,20877,0,0,0,68,2324,0,0,0,0,0,0,7309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Entre Ríos,12755,1,0,0,200,86,113,5840,0,0,0,5710,0,0,0,136350,0,0,390,1490,0,3734,334660,0,6239,0,1627,0,519100,0,0,5204,0,0,3894,1,0,1040,0,28975,0,0,0,0,5091,0,0,0,0,0,0,11211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Formosa,1617,0,0,0,490,332,0,540,0,0,0,1190,0,0,0,107500,0,0,0,2977,0,2554,47670,0,2,0,17,0,71230,0,0,323,0,0,468,0,0,277,0,5910,0,0,0,0,858,0,0,0,0,0,0,338,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Jujuy,2401,0,0,0,260,22,0,1699,0,0,0,3288,0,0,0,58410,0,0,0,2860,0,4311,60600,0,10,0,169,0,162380,0,0,22759,0,0,567,0,0,4,0,14425,0,0,0,0,362,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,3,La Pampa,4152,1,0,0,2360,61,313,1969,0,0,185,3928,0,0,0,82970,0,0,1,2785,0,1534,463640,0,5,0,230,0,71600,0,0,13,0,0,3280,30,0,35,0,5379,0,0,46,0,167,0,0,0,0,53,0,3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9570,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,La Rioja,0,0,0,0,90,9,0,672,0,0,0,303,0,0,0,11070,0,0,0,2,0,162,31210,0,0,0,85,0,58940,0,22,15046,0,0,496,0,0,0,0,7751,0,0,0,43,312,0,0,0,0,0,0,4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Mendoza,50,1,0,0,190,16,0,1708,0,0,1348,2808,0,0,0,56620,0,0,13,2283,0,728,1373520,0,2426,0,872,1706,76360,0,0,55998,0,0,1670,0,0,0,0,4960,0,0,0,3224,144,0,0,0,0,0,0,4241,0,0,0,0,103,0,0,0,22,0,0,0,0,0,0,15674,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2021,3,Misiones,8279,0,0,0,470,4,0,4371,0,0,0,12204,0,0,0,54520,0,0,4,596,0,5917,133930,0,359,0,309,3,244280,0,4,267,0,1,2451,1,0,389,0,22966,37,0,0,0,1990,0,0,0,0,0,0,12784,0,0,0,0,0,0,0,0,71,0,68,0,0,0,0,26147,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Neuquén,5579,0,0,0,400,72,1,623,0,0,0,2581,0,0,0,77040,0,0,6942,433,0,9733,297510,0,304,0,4021,0,42410,0,0,957,0,1,316,0,0,1169,0,3791,0,0,0,0,3468,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,36469,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Río Negro,20009,0,0,0,190,106,1,1188,0,0,0,3465,0,0,0,64640,0,0,6,2669,0,5582,501730,0,0,0,268,15,34470,0,0,6593,0,0,1,0,0,853,0,7433,0,0,0,0,2109,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,22626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Salta,6327,0,0,0,410,60,1,1790,0,0,0,1726,0,0,0,122610,0,0,8,8133,0,4252,132800,0,119,0,53,0,699320,0,0,502,0,0,2252,0,0,13,0,4195,0,0,0,0,3562,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,San Juan,4641,0,0,0,150,3,0,1333,0,0,0,1626,0,0,0,48110,0,0,0,910,0,342,511840,0,254,0,250,102,1460,0,0,13054,0,0,69,0,0,0,0,127,0,0,0,0,335,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,San Luis,29392,0,0,0,590,1,0,439,0,0,0,667,0,0,0,9630,0,0,2,310,0,86,90850,0,122,0,149,2133,10,0,0,6409,0,0,0,0,0,0,0,82,0,0,0,0,67942,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,Santa Cruz,735,3,0,0,240,23,0,6656,0,0,0,2661,0,0,0,59100,0,0,0,962,0,1899,124730,0,29,0,2,35,82990,0,0,4561,1281,0,850,0,0,1,0,106,0,0,0,675,980,0,0,0,0,0,0,133,0,0,0,216,0,0,0,0,5,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
2021,3,Santa Fe,16267,32,0,0,3350,100,5,14023,326,0,0,11579,0,0,0,515120,0,0,171,5380,0,28391,823990,0,6887,0,9511,738,1841140,0,0,7779,68,0,12728,137,0,2774,0,60455,0,0,0,0,27421,0,0,0,0,0,0,27810,0,0,0,4,0,0,2,0,224,0,109,0,0,0,0,186560,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0
