ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
349342,326894,13178,13237,11275,713926,19,63.52,713825,101,281,23922,222815,104300,266259,57137,29228,10049,713991
106998,75751,3789,10776,800,197394,15,48.68,197346,48,18,8861,90080,45599,37401,9818,5071,0,196848
23556,7095,17,1603,570,32328,5,21.4,32328,0,1110,3803,10092,5117,10061,1091,1046,0,32320
33856,10456,23,280,430,44406,6,23.12,44405,1,345,4807,27219,8044,3925,49,4,0,44393
10807,51389,8386,10556,1926,83064,24,71.75,82668,396,245,8119,67104,1616,1076,614,98,3503,82375
16960,34984,13,2530,350,52245,14,51.44,52228,17,9,1485,40680,4217,5831,19,1,0,52242
152931,36872,3086,6206,1852,200947,10,37.07,199463,1484,20,1662,164599,501,266,19,72,33788,200927
56311,46880,328,50,560,103580,8,30.96,103580,0,48,4700,35820,23291,26223,10241,3219,0,103542
46714,55072,1000,12404,2713,117903,18,61.52,115897,2006,1396,2367,59468,1311,29012,9709,7378,6105,116746
68769,31712,1251,4259,5128,111119,15,49.82,110057,1062,409,5333,74894,530,17997,4972,3129,3975,111239
79936,51534,118,2040,1391,133183,10,39.78,133182,1,116,4459,60334,33088,30771,5145,88,0,134001
54080,5068,826,2246,1048,63268,8,32.61,62610,658,22,1058,57078,11,0,3,0,5068,63240
11104,7594,368,160,2314,21396,4,15.15,21096,300,57,101,11920,11,0,7,2,9284,21382
18615,4474,1799,6734,2783,34405,10,33.55,33970,435,26,120,28600,655,100,1,3,4267,33772
341997,300421,10674,11636,15298,680026,20,62.28,679717,309,1359,33639,262008,108576,188900,39589,22801,23181,680053
26788,54594,23,1432,810,82918,9,34.99,82916,2,41,2910,41298,18914,3449,33,2,17589,84236
19372,9663,531,10,2047,31614,19,65.2,31106,508,6,307,33987,2,0,0,0,107,34409
158611,8921,107,3680,500,168057,10,41.18,168026,31,16,7472,78811,45675,26405,1218,7082,1305,167984
1450203,1807868,143626,71256,27746,3500699,20,62.78,3490134,10565,1009,81354,1459443,295457,816056,536049,199589,113357,3502314
342431,977916,35610,3908,9321,1369186,45,106.53,1362498,6688,73,9234,290291,219166,445345,264805,142253,0,1371167
27444,4415,15,10,2214,34089,8,32.86,34078,11,34,2414,14624,6112,4347,36,6,6500,34073
54134,40750,562,1946,1129,98521,8,31.25,98509,12,70,2968,34167,24282,21887,9251,4630,1035,98290
58935,19591,1239,1407,6729,100564,17,54.9,98137,2427,67,4471,85598,5369,4,5,9,5010,100533
56541,39715,201,1468,320,97957,9,33.81,97946,11,11,7047,38268,24066,17926,6780,3862,0,97960
345141,327636,13832,16355,10109,713073,19,63.27,712979,94,81,21779,219630,102596,244291,78852,34950,8110,710289
104811,80376,2405,12313,800,199985,15,49.2,199937,48,18,8179,94459,44570,34281,12012,5920,0,199439
23543,7311,18,13625,570,44554,7,29.43,44554,0,1110,3568,22409,5176,9727,1313,1243,0,44546
33571,10856,23,6400,430,45133,6,23.43,45132,1,345,3320,29319,8083,3977,44,7,0,45095
12416,53587,8420,7011,9870,82421,23,71.04,82177,244,244,8797,68083,2409,965,969,179,698,82344
16663,34984,13,2530,350,51948,14,50.98,51931,17,9,1384,40679,4198,5640,20,15,0,51945
152938,36872,3084,6206,1852,200952,10,36.97,199468,1484,20,1658,164596,515,266,17,72,33788,200932
57265,47923,512,3910,560,106147,9,31.63,106147,0,48,6092,39489,23569,23747,11888,3866,0,108699
46633,52855,998,12649,2713,115848,18,60.24,113842,2006,1396,2408,56035,1314,26417,12442,8551,6105,114668
68667,32795,1252,4396,5125,112235,15,50.15,111176,1059,409,5298,75056,523,16480,6663,3725,3975,112129
78386,53478,678,2340,1391,134167,10,39.94,134166,1,116,3990,61763,33285,28431,7239,182,0,135006
54080,5068,826,3079,1048,64101,8,32.95,63443,658,22,1378,57591,11,0,3,0,5068,64073
11104,7666,368,160,2314,21468,4,15.15,21168,300,57,101,11992,11,0,7,2,9284,21454
18615,4474,585,6734,3997,34405,10,33.33,33970,435,26,120,28600,655,100,1,3,4267,33772
337934,304349,11354,15801,15114,684552,20,62.57,684243,309,744,34267,262603,112143,175540,50525,26512,22257,684591
26074,55935,23,1662,810,83775,9,35.26,83773,2,41,2717,41362,18721,3278,31,31,17589,83770
19372,22756,531,10,2047,44707,27,91.61,44199,508,6,188,40912,2217,75,0,0,107,43505
160315,8965,110,2520,3150,169957,10,41.51,169926,31,16,6735,79899,44968,27059,1084,8784,1305,169850
1435856,1929273,156382,62318,26448,3610277,21,64.44,3599714,10563,991,80459,1445733,190805,636090,897964,237248,120464,3609754
334353,1009252,35694,3872,9319,1392490,45,108.45,1385804,6686,73,8493,287919,147253,370677,415020,165055,0,1394490
27553,4443,15,10,2214,34226,8,32.92,34215,11,34,1994,18475,6358,5320,34,7,2151,34373
53927,42359,1990,2628,1129,102033,9,32.28,102021,12,70,3503,38729,24916,20335,11085,5667,1035,105340
58887,23065,1239,13817,6728,103736,17,56.39,101310,2426,67,3951,91096,6162,531,623,164,0,102594
56444,41300,212,1468,320,99456,9,34.25,99445,11,11,6754,38364,24953,16601,8357,4419,0,99459
337620,342401,15785,19213,10839,725858,20,64.24,725764,94,81,24767,224471,96372,221984,109333,39854,6490,723352
103318,83714,2403,15093,800,204608,15,50.22,204560,48,18,9048,96095,45651,31353,15111,6786,0,204062
22777,7589,817,13625,570,44865,8,29.58,44865,0,1110,3365,22624,5259,9336,1729,1434,0,44857
33363,10856,32,6410,430,44935,6,23.26,44934,1,345,3020,29048,7756,4066,39,623,0,44897
12415,54574,8437,7011,9870,83424,24,71.75,83180,244,242,8417,68507,3153,920,1189,216,698,83342
16587,34984,13,2530,350,51872,14,50.73,51855,17,9,1291,40647,4138,5425,20,339,0,51869
151033,40205,5744,8195,1852,207029,11,37.99,205545,1484,20,1525,199297,2476,4727,27,129,0,208201
56290,50793,512,3910,560,108042,9,32.1,108042,0,48,5749,39617,24747,21212,14674,4547,0,110594
46602,54129,998,12277,2712,116718,18,60.49,114713,2005,1396,2244,55822,1647,23785,15218,9718,6105,115935
68590,33474,1252,5051,5125,113492,16,50.54,112433,1059,409,5221,75929,512,14912,8470,4332,3719,113504
76600,53980,678,2340,1391,132883,10,39.43,132882,1,116,3721,61795,32782,25582,9224,502,0,133722
54025,5838,826,2744,1048,64481,8,33.05,63823,658,22,1326,62525,180,312,3,1,0,64369
11096,7784,368,52859,2314,74421,15,52.35,74121,300,57,109,19170,52940,119,63,2,1902,74362
18606,4574,585,6238,3996,33999,10,32.73,33565,434,26,116,32815,778,206,1,3,0,33945
339126,312866,11749,16337,15022,695100,20,63.41,694883,217,467,36786,269211,115907,162545,62479,31266,13911,692572
25805,58789,23,1662,810,86360,9,36.25,86358,2,41,2550,60260,19116,3806,64,265,0,86102
19365,22649,1502,10,2047,45564,28,92.77,45056,508,6,187,41569,2270,231,24,13,0,44300
161209,9280,110,2520,3150,171166,10,41.68,171135,31,16,5993,81559,43282,27062,941,12187,0,171040
1305576,1949637,296102,65477,19814,3636606,21,64.6,3626502,10104,134673,73761,1422463,194426,577679,949093,265386,19125,3636606
328253,1019490,33042,3978,4257,1389020,45,108.27,1385577,3443,74,7388,283281,143309,330496,437662,186810,0,1389020
26912,4443,16,0,2212,33583,8,32.23,33574,9,34,1669,17955,6425,5461,29,7,2003,33583
53409,43555,1940,3236,113,103270,9,32.59,103257,13,69,3405,36437,25633,18965,12393,6368,0,103270
37215,23065,952,14443,3047,78722,13,42.61,77204,1518,66,3917,66061,6215,531,623,165,1144,78722
55842,42418,796,1515,300,100601,9,34.57,100591,10,10,6438,37376,26562,15498,9688,5029,0,100601
328854,355716,17675,21851,13243,737339,20,65.09,737234,105,81,24102,228475,97277,201639,128053,48809,8903,737339
101168,86198,4853,15472,14356,222047,16,54.37,222003,44,18,8769,94780,50027,29002,18146,7612,13693,222047
22619,7880,887,13761,570,45204,8,29.74,45204,0,1110,3074,22962,5285,9027,2092,1654,0,45204
33248,12484,153,6400,43608,90133,12,46.53,90132,1,27,2803,30727,7811,4021,30,1141,43573,90133
18832,55337,2685,7772,101,85636,24,73.49,85368,268,241,7727,70508,3661,978,1328,270,923,85636
16367,34984,12,2520,360,51651,13,50.35,51633,18,9,1164,40285,4088,5216,17,869,3,51651
148524,40205,5665,10363,1547,206304,11,37.76,204982,1322,20,1463,197450,2494,4726,19,132,0,206304
55500,53673,465,4260,6209,116273,9,34.45,116273,0,47,5981,43267,26019,19226,16566,5167,0,116273
40747,55634,3115,12425,2444,114365,18,59.07,112309,2056,1328,3044,52313,1781,21452,17135,11025,6287,114365
68377,34292,1299,8037,4832,116837,16,51.86,115922,915,384,1225,83412,643,13440,9569,5070,3094,116837
74295,57539,638,2530,1853,134578,10,39.8,134577,1,49,3659,58492,36365,22910,10861,2242,0,134578
51660,5838,806,2883,1211,62398,8,31.9,61834,564,22,1465,59811,180,312,1,1,606,62398
11108,7784,378,53097,23964,96331,19,67.55,96040,291,57,109,19164,53183,119,62,2,23635,96331
10659,4615,382,6378,2734,24768,7,23.69,24443,325,25,115,23107,779,206,1,4,531,24768
335519,322782,14387,18705,28997,720390,21,65.59,720161,229,335,31397,276301,121009,152039,74432,36427,28450,720390
25339,61243,23,2649,810,89335,9,37.4,89333,2,39,3250,61347,20127,3686,77,483,326,89335
19789,23349,1623,0,1499,46260,28,93.59,45716,544,6,27,29919,6323,9894,24,67,0,46260
159215,11670,119,6860,3140,172004,10,41.76,171972,32,16,5244,82089,42766,26111,847,14839,92,172004
1304507,2020730,336362,64867,20201,3746667,22,66.24,3736563,10104,162513,72296,1429964,202511,576428,576859,705769,6369,3732709
328246,1030814,32281,3978,4281,1399600,46,109.2,1396157,3443,74,7417,283787,131007,330122,365713,283463,0,1401583
26912,4443,16,0,2251,33622,8,32.19,33613,9,34,1708,18761,6443,5606,29,7,2151,34739
53409,43555,1951,3628,1134,103677,9,32.64,103664,13,69,3801,38719,25632,18965,12393,6368,1035,106982
37302,23065,1923,14443,3045,79778,13,43.0,78260,1518,66,3938,71077,6571,787,74,165,0,82678
55842,43444,1615,1528,580,102487,9,35.13,102477,10,10,6470,38402,26562,15498,9688,5029,0,101659
323272,363959,19902,24615,12367,744115,20,65.52,744010,105,81,20403,242769,96997,200681,127965,50716,6806,746418
100999,90253,12723,16231,12241,232447,17,56.79,232403,44,18,9217,107013,50068,28957,18146,7619,12142,233180
22570,7878,940,13761,620,45211,8,29.68,45211,0,1110,3023,23085,5301,9027,2099,1654,0,45299
33248,12484,153,6400,43622,90147,12,46.41,90146,1,27,2817,30727,7811,4021,30,1141,37162,83736
18832,57373,2891,9023,1041,89160,25,76.35,88892,268,236,8327,70538,4466,1061,1354,405,698,87085
16367,34984,12,2520,410,51656,13,50.18,51638,18,9,1169,40285,4088,5216,17,869,0,51653
148524,40205,5662,10363,1544,206298,11,37.66,204976,1322,20,1786,205383,2837,5702,111,140,0,215979
54898,59214,465,4260,7717,122720,10,36.26,122720,0,47,5946,45266,25890,19111,16552,5167,7654,125633
40747,55634,3114,1251,2372,114377,18,58.88,112321,2056,1328,3055,52360,1781,21452,17135,11026,6105,114242
68377,34124,3994,9736,4857,121088,16,53.57,120173,915,384,1583,84845,2037,13615,9567,5076,3719,120826
74426,57933,647,1135,1879,136020,10,40.1,136019,1,49,4232,59244,36473,22910,10861,2242,1,136012
51660,5838,808,2932,1207,62445,8,31.83,61881,564,22,229,62380,266,520,3,2,560,63982
11108,7784,378,53097,23968,96335,19,67.34,96044,291,57,120,21380,53214,345,6,2,23577,98701
10659,4615,382,6514,2735,24905,7,23.67,24580,325,25,128,21990,2731,702,26,4,0,25606
340038,340344,15621,23215,1786,737078,21,66.97,736851,227,333,29350,296798,122959,153212,74575,36502,18591,732320
25337,61547,23,2847,990,89853,9,37.52,89851,2,39,3372,62895,20691,3959,85,494,0,91535
19789,23549,1623,0,1486,46447,28,93.38,45903,544,6,131,38851,3623,641,80,29,0,43361
159215,11670,118,6780,3210,172002,10,41.63,171970,32,16,5188,82240,42877,26210,847,14839,0,172217
1284658,2079900,382971,7524,32929,3855698,22,67.85,3845594,10104,199768,46852,1436259,217785,438663,502275,985767,43438,3870807
309937,1061358,36082,3962,4281,1415620,46,110.55,1412177,3443,74,1027,281370,124087,239691,296155,475991,0,1418395
25682,5543,13,1460,2251,33635,8,32.13,33626,9,34,43,16631,8670,6049,34,10,2151,33622
50765,47448,4203,4727,1591,108734,9,34.14,108721,13,69,1383,38488,26431,16789,15348,9904,1492,109904
37313,26338,1917,14443,7545,87556,14,46.99,86038,1518,66,3952,69032,10049,1495,74,165,4500,89333
53835,47431,1701,2444,6138,111549,10,38.16,111539,10,10,3012,40424,27774,13114,11928,7119,6080,109461
314768,388254,23023,33847,15236,775128,21,68.07,775023,105,81,8165,248427,100512,157458,170159,76053,8938,769793
97081,91081,12764,17369,17529,235824,17,57.48,235780,44,18,5905,100687,52316,23196,24221,10664,17206,234213
21916,8686,1382,14292,1620,46438,8,30.42,46438,0,1110,349,26512,5399,8384,2639,2258,100,46751
33022,30742,274,8120,21857,86707,11,44.51,86706,1,27,940,26233,8441,26700,27,2600,21765,86733
19471,52101,4840,10789,3004,90205,25,77.08,89937,268,236,3289,75406,5191,1366,1445,629,2661,90223
15014,34984,11,2510,410,50301,13,48.7,50283,18,9,11,39819,4297,4857,13,1298,0,50304
148673,54027,6865,12748,1544,223857,11,40.75,222535,1322,20,2522,205165,2971,10092,1256,234,0,222260
55373,64272,543,4210,12269,132878,11,39.15,132878,0,47,2226,45769,27385,15408,18882,8129,12206,130052
43420,59021,4983,12792,2737,122953,19,63.08,120954,1999,302,3038,61776,4688,17318,21210,14132,422,122886
67841,36527,4037,10485,19657,138547,19,61.09,137632,915,384,1354,86366,2201,10291,12407,6907,18519,138429
68827,62343,725,121,9463,142568,10,41.89,142567,1,49,974,59638,36923,16961,14059,6461,7585,142650
51680,7425,1174,287,6876,70025,9,35.6,69461,564,22,213,60913,2177,785,7,4,6119,70240
11130,10298,347,57242,38368,117385,23,81.79,117094,291,57,102,16575,4964,467,57236,5,37977,117383
10665,10257,379,6514,2735,30550,9,28.85,30225,325,25,84,24861,3806,1202,28,4,0,30010
325420,355140,18236,2198,22708,743484,21,67.42,743258,226,321,8427,300124,125176,129741,100131,49865,22323,736108
24393,64783,219,2759,346,126754,13,52.79,126752,2,39,1832,63268,21362,3741,108,1205,34501,126056
19790,25527,651,0,1486,47454,28,94.8,46910,544,6,123,41824,4241,1573,96,32,0,47895
153121,12089,116,6840,3210,166331,10,40.14,166299,32,16,157,78891,44296,24291,628,18394,0,166673
1277249,2144956,425386,85572,2707,3960233,23,69.36,3950114,10119,238920,44648,1432722,222812,260506,483572,1246209,42294,3971683
300288,1080973,24900,3895,31155,1441211,47,112.65,1437734,3477,104,368,269704,120924,138011,258591,655108,0,1442810
24349,5543,13,2440,2251,32400,8,30.88,32391,9,34,43,14449,9285,6333,72,15,2151,32382
50416,49156,8063,5224,1592,114451,10,35.85,114438,13,69,1216,32764,28198,13336,12987,16740,6917,112227
37298,27090,1917,15149,7551,89005,15,47.57,87481,1524,74,840,62680,13033,7171,1240,614,4500,90152
53344,50230,1888,2458,4839,112759,10,38.49,112749,10,10,597,42231,29628,10348,10388,12674,4780,110656
307780,399231,30064,37277,8701,783053,21,68.59,782946,107,83,5824,240151,106651,118486,146247,157546,7353,782341
94947,96305,12888,1853,15432,238102,17,57.9,238057,45,19,4446,99656,56161,17064,21216,22645,15107,236314
21777,8359,1476,14292,1620,46066,8,30.11,46066,0,1110,349,24943,6049,7117,2262,4443,100,46373
33110,35742,274,8120,16638,86576,11,44.32,86575,1,27,885,31722,9240,26835,56,3671,16545,88981
19469,52941,4994,11462,1962,90828,26,77.45,90559,269,237,3289,75849,5922,1611,1359,941,1618,90826
14390,34984,11,2510,410,49677,13,47.94,49659,18,9,10,38657,4786,4887,22,1307,0,49678
148640,54312,6865,12975,1545,224337,11,40.74,223015,1322,21,1269,206821,2958,10093,1263,349,0,222774
54493,65872,829,4190,1227,133883,11,39.33,133883,0,47,1928,43530,29375,11256,16107,16650,12206,131099
43347,60484,5560,13512,2518,125421,19,64.14,123435,1986,45,2258,62909,4586,9597,16923,28458,122,124898
67478,37425,9739,10806,18847,144295,20,63.42,143391,904,47,1234,87435,2348,9779,10176,15505,17719,144243
65799,74329,733,158,9394,151835,11,44.48,151834,1,49,900,43160,62230,14309,11418,12357,7515,151938
51670,7425,1227,7241,5535,73098,9,37.06,72535,563,22,171,68315,2245,1267,41,128,4779,76968
13037,10561,350,62286,36466,122700,24,85.23,122409,291,57,100,18643,5113,467,62242,5,36075,122702
10663,17056,969,6544,2738,37970,11,35.63,37642,328,28,84,31612,4472,1203,27,4,0,37430
319396,377171,18690,24269,21408,760934,22,68.87,760706,228,640,8184,242454,193286,107068,84325,97082,19537,752576
24556,71198,219,2759,344,133132,14,55.3,133130,2,39,1832,35554,55172,3612,86,1836,34501,132632
19790,26659,651,0,1487,48587,29,96.46,48043,544,6,14,32133,4692,1756,82,226,9648,48557
150918,12089,116,6840,3240,164131,10,39.49,164099,32,16,110,71043,47693,24354,843,20385,0,164444
720011,2191672,669194,87111,18266,3686254,21,64.25,3681120,5134,33489,27537,1177446,262297,247106,452570,1465133,20676,3686254
196938,1093143,35534,3914,28576,1358105,44,106.25,1356695,1410,307,15,177098,110218,110852,205810,753805,0,1358105
22999,3318,9506,2610,2227,38311,9,36.44,38310,1,63,0,9945,7619,9305,804,7477,3098,38311
48661,53602,8831,5229,158,117903,10,36.84,117900,3,83,0,25899,18959,30902,13516,21556,6988,117903
47045,26977,1324,15267,5489,96102,16,51.15,95292,810,158,4,69405,12945,7615,1240,614,4121,96102
52525,51845,2002,2458,5004,113834,10,38.77,113831,3,72,0,35055,20620,27367,9981,15744,4995,113834
296872,410038,53335,3775,8693,806688,22,70.48,806633,55,142,0,232781,118232,109330,114111,221742,10350,806688
92981,99206,12875,18561,15407,239030,17,57.99,239017,13,47,0,88203,44511,42962,18976,30153,14178,239030
21567,8684,1760,14531,1690,46711,8,30.47,46711,0,1127,191,24606,6319,6788,1766,5671,243,46711
32949,37604,873,8140,16641,88881,12,45.38,88881,0,55,0,32920,9632,26764,102,5286,14122,88881
15457,56854,4942,11341,1805,90399,25,76.92,90280,119,293,313,76747,6900,1951,1287,1342,1566,90399
13738,34984,0,2510,290,49002,13,47.14,48999,3,21,0,37846,5045,4763,22,1305,0,49002
96678,49711,24989,13672,7300,185780,9,33.65,185157,623,746,9,145139,12955,15237,2165,2628,6901,185780
53116,69676,847,4410,11733,135813,11,39.79,135813,0,71,0,39664,20840,27305,15626,20799,11508,135813
29826,60970,10549,14246,8540,116445,18,59.36,116069,376,218,1,57370,4439,7357,12059,35001,0,116445
49747,37933,9658,11437,18365,127140,17,55.71,126636,504,114,0,71847,2797,8558,6968,19837,17019,127140
63272,76062,21865,304,8206,172445,12,50.35,172443,2,149,1,42159,67656,15369,14170,25821,7120,172445
41360,6338,4931,7241,5104,64974,8,32.85,64715,259,48,1,60626,1594,1292,40,127,1246,64974
8569,8027,6,55266,36333,108201,21,74.92,108053,148,105,0,11901,4164,525,55216,3,36287,108201
13264,15899,1036,68,2371,39370,11,36.71,39170,200,67,0,32368,4346,2224,7,8,350,39370
312072,382254,27464,26978,20401,769169,22,69.48,769019,150,698,0,230234,190664,113527,70998,135576,27472,769169
24682,71239,200,281,4657,103588,11,42.92,103587,1,133,908,34911,56309,3756,105,2449,5017,103588
13261,26821,0,0,3100,40392,24,79.7,40101,291,11,0,23593,5050,1848,139,1962,7789,40392
146985,11012,39574,7250,3480,198644,12,47.65,198621,23,55,0,54544,52017,28916,6405,56707,0,198644
673237,2210349,720688,85443,18334,3708051,21,64.33,3702985,5066,38215,36802,1122034,236421,247977,205780,1802583,28935,3718747
184494,1097635,38898,3911,28556,1353494,44,105.98,1352104,1390,264,312,169651,102254,89665,85899,906009,0,1354054
21945,3146,12056,2610,2227,39635,10,37.62,39634,1,63,0,8838,7543,9558,408,10299,2151,38860
46356,54144,11958,6239,158,120277,10,37.48,120274,3,308,928,23291,19976,29851,10416,28539,6917,120226
45763,27287,1324,16885,5479,96738,16,51.27,95938,800,158,109,69586,12957,7756,1240,614,4500,96920
51126,53231,2172,2437,5004,113970,10,38.73,113967,3,72,527,33479,21382,26679,7351,19467,4780,113737
286168,406109,68512,41617,8693,811099,22,70.69,811044,55,142,5128,217229,120188,95827,65733,296875,9802,810924
90368,95434,13245,18737,14062,231846,17,56.12,231833,13,130,4081,72280,47132,41125,11988,39794,13762,230292
21068,8887,1800,1451,1690,46434,8,30.23,46434,0,1127,342,23761,6500,6564,964,6918,100,46276
32066,38938,3078,9420,16641,91665,12,46.67,91665,0,55,182,33120,9979,26693,166,7349,16545,94089
8553,53755,13821,11295,1802,89226,25,75.77,89110,116,293,811,72740,7199,3029,1342,2113,1618,89145
13076,34984,0,2510,290,48340,12,46.35,48337,3,21,1,37209,5158,4640,22,1294,0,48345
91955,50251,28059,12465,7220,183452,9,33.14,182837,615,58,40,140410,12285,17489,2860,3818,0,176960
51458,69452,1220,4600,10962,133552,11,39.02,133552,0,71,524,36622,21271,26433,11581,26313,10885,133700
29305,65951,11031,14711,7290,121727,18,61.85,121354,373,218,327,60152,5257,7123,5399,43738,0,122214
47756,38479,10381,11222,18362,126200,17,55.12,125699,501,114,466,69154,2930,7857,3199,25488,17719,126927
60426,75593,23025,4125,7212,170381,12,49.6,170379,2,129,514,38537,63714,17991,8625,34744,6441,170695
40092,6448,5508,7082,5101,64231,8,32.39,63975,256,48,194,59787,1594,1292,40,127,4779,67861
8301,7612,5,58301,36333,110552,22,76.31,110404,148,105,0,11322,4164,525,58258,5,36075,110454
12845,15766,1026,6817,2368,38822,11,35.97,38625,197,67,11,27447,4993,5169,529,119,0,38335
302366,383673,35123,30488,19468,771118,22,69.52,770981,137,696,2994,217553,196826,104560,48448,173823,17656,762556
24695,70424,200,2779,4657,102755,11,42.47,102754,1,133,1779,33086,56884,3737,135,2799,4501,103054
12854,25632,0,0,3080,38794,23,76.07,38505,289,11,1,22976,5024,1834,196,518,7046,37606
143184,10494,44687,1355,3470,200067,12,47.85,200045,22,52,97,49555,50383,31096,1730,67536,0,200449
661272,2244277,723072,91736,57189,3777546,22,65.22,3772480,5066,37542,31606,1129236,241336,233132,188995,1894466,21233,3777546
178896,1106133,39482,3937,29373,1357821,44,106.41,1356431,1390,264,312,166474,94585,79858,80160,935481,687,1357821
26968,3641,14878,2610,2228,47976,12,45.43,47975,1,63,0,8801,8690,10242,426,16578,3176,47976
46816,56017,17266,6452,1581,128132,11,39.83,128129,3,308,928,24350,21140,29044,12082,33311,6969,128132
45761,38279,1324,17678,5614,108656,18,57.34,107831,825,158,109,69578,22188,10537,1473,614,3999,108656
51248,55536,3144,3927,5011,118866,11,40.3,118863,3,72,527,34242,22845,25844,7898,22418,5020,118866
282858,415007,85818,44522,8263,836468,22,72.71,836413,55,168,4383,219025,125932,89530,63216,325243,8971,836468
89391,99423,13954,20042,11303,234113,17,56.54,234100,13,130,3679,66758,50640,42090,12856,43391,14569,234113
21805,9353,1882,14723,1690,47932,8,31.14,47932,0,391,151,23534,7109,6998,961,7475,1313,47932
32705,38938,5057,9520,16664,94316,12,47.89,94316,0,55,182,30548,10519,26829,209,9417,16557,94316
8551,54422,14232,11314,129,89809,25,76.1,89693,116,293,810,71218,7531,3800,1657,3377,1123,89809
16885,34984,1,2500,350,52155,13,49.84,52152,3,21,1,37375,5661,4686,73,4336,2,52155
91904,62941,29613,15924,8020,201184,10,36.25,200569,615,58,40,142253,12439,35274,3248,5422,2450,201184
50792,74497,2579,3319,9153,140340,11,40.89,140340,0,71,524,39867,23719,26445,12305,28763,8646,140340
30256,67990,11037,15755,1134,126172,19,63.9,125799,373,218,327,61171,6103,6625,5296,46432,0,126172
49756,39650,10382,11331,18367,129486,17,56.37,128985,501,114,466,70817,3335,7498,3246,26953,17057,129486
59502,81740,24289,5123,7108,177762,12,51.58,177760,2,129,514,41801,64463,16989,7741,39594,6531,177762
40092,8275,5509,7019,8882,69777,9,35.09,69521,256,48,194,59113,917,4908,40,127,4430,69777
8401,8357,6,60935,36253,113952,22,78.41,113804,148,105,0,11439,3585,1934,60889,8,35992,113952
12845,16044,1027,6585,2368,38869,11,35.79,38672,197,66,0,26938,4166,6541,546,119,493,38869
299974,381679,46698,30487,19094,777932,22,70.0,777795,137,568,2061,213054,198772,96575,57236,189473,20193,777932
25917,72074,355,3038,4063,105447,11,43.47,105446,1,133,1779,32557,57709,5178,247,3328,4516,105447
12854,26025,0,0,3100,39189,23,76.37,38900,289,11,0,22325,5186,3034,391,796,7446,39189
150084,9833,55120,1357,7620,217156,13,51.78,217134,22,52,97,49028,54537,34184,2246,74377,2635,217156
653930,2384557,749087,94162,55541,3937277,22,67.66,3932211,5066,37542,31514,1113823,234710,219772,194248,2085815,19853,3937277
170375,1129573,39417,3936,29374,1372675,45,107.68,1371285,1390,264,312,162222,85083,68753,78028,977766,247,1372675
26868,3690,16857,2610,2228,49904,12,47.16,49903,1,63,0,8276,8768,11195,562,18886,2154,49904
45745,58825,20675,6706,2003,133954,11,41.54,133951,3,308,112,24675,21639,27546,13751,38729,7194,133954
45761,39386,2897,23216,18767,130027,21,68.34,129202,825,158,109,87559,22114,12217,2818,1110,3942,130027
50858,58681,2960,5513,5379,123391,11,41.75,123388,3,72,527,35190,23315,25308,8615,25344,5020,123391
276360,430771,102217,48368,9756,867472,23,75.22,867417,55,168,3064,218599,124833,84236,63823,361021,11728,867472
87892,106950,13954,20379,1232,241495,17,58.19,241482,13,130,2911,66648,51478,40797,14377,49395,15759,241495
21790,10003,2000,15023,3930,49209,8,31.91,49209,0,391,151,23163,7432,7125,991,8219,1737,49209
32611,57682,11112,9520,4371,106728,14,54.04,106728,0,55,182,32131,10566,45198,293,15238,3065,106728
9015,56845,14677,11893,1305,93735,26,79.26,93619,116,293,810,66695,7820,5577,2189,6322,4029,93735
17346,34984,1,2500,350,52616,13,50.12,52613,3,21,1,37105,5955,4660,124,4748,2,52616
91908,64672,32817,17523,8680,207788,10,37.35,207173,615,58,40,141404,12123,42433,3448,8237,45,207788
50195,77989,2572,3445,8985,143186,11,41.6,143186,0,71,524,39005,24215,25942,13663,30987,8779,143186
30222,70446,11043,16787,7370,129235,19,65.24,128862,373,218,327,60463,6561,5975,5449,49439,803,129235
49530,40001,10381,13187,18368,131467,18,57.05,130966,501,114,466,68986,3769,7096,3455,28488,19093,131467
58216,84128,25445,5764,7293,180846,13,52.32,180844,2,129,514,32780,64736,15990,7928,43773,14996,180846
40092,9223,5509,14023,848,77327,10,38.79,77071,256,48,194,65526,711,6529,41,128,4150,77327
8401,10077,6,61828,36253,116565,23,79.96,116417,148,105,0,12199,3351,2666,61319,8,36917,116565
12845,16098,1027,6938,2373,39281,11,35.95,39084,197,66,0,26888,4015,6730,629,120,833,39281
295051,405807,45721,37112,19307,802998,23,72.12,802861,137,568,1241,213353,199381,92095,58797,210562,27001,802998
26419,70720,555,4185,3613,105492,11,43.38,105491,1,133,909,33287,57418,4658,292,3994,4801,105492
12854,26491,0,0,3100,39655,23,76.81,39366,289,11,0,22094,5414,3726,481,937,6992,39655
149605,11752,59949,1808,7620,223876,13,53.23,223854,22,52,97,45913,54610,33126,3246,84195,2637,223876
635651,2441248,804991,93444,57927,4033261,23,68.98,4028195,5066,36939,31197,1109865,242243,214171,213588,2176242,9016,4033261
