Provincia,Partido,Localidad,ADSL,CableModem,Dial Up,Fibra Optica,Otras conexiones,Satelital,WIMAX,Wireless,Total general,Poblacion,Telefonia Fija,Latitud,Longitud
BUENOS AIRES,25 de Mayo,25 de Mayo,873,4704,0,2,0,975,0,664,7218,23408,SI,-35.4339385892588,-60.1731209454056
BUENOS AIRES,25 de Mayo,Del Valle,181,0,0,0,10,1,0,0,192,899,--,-35.8973453887603,-60.7316089512944
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,0,0,0,0,0,0,0,181,181,547,--,-35.1643973648093,-60.0813577815069
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,0,782,0,6,167,0,0,327,1282,4524,SI,-35.2727788695321,-59.7719327250509
BUENOS AIRES,25 de Mayo,Lucas Monteverde,0,0,0,0,0,0,0,6,6,63,--,-35.4838272164734,-59.9880647932831
BUENOS AIRES,25 de Mayo,Ernestina,66,0,0,0,0,0,0,0,66,145,--,-35.2702340519789,-59.5575034078873
BUENOS AIRES,25 de Mayo,Pedernales,568,0,0,0,0,0,0,7,575,1432,--,-35.2666085074294,-59.6306574695384
BUENOS AIRES,9 de Julio,12 de Octubre,0,0,0,0,0,0,0,19,19,219,SI,-35.607730780146,-60.9182929927645
BUENOS AIRES,9 de Julio,9 de Julio,4360,3362,82,5886,83,1,0,831,14605,36494,SI,-35.4447435053964,-60.8843433362719
BUENOS AIRES,9 de Julio,Dudignac,0,0,1,0,0,0,0,463,464,2670,SI,-35.6511928511123,-60.7098962799094
BUENOS AIRES,9 de Julio,Patricios,76,0,0,0,0,0,0,0,76,745,SI,-35.4395526972374,-60.7174384712323
BUENOS AIRES,Adolfo Alsina,Carhué,780,0,1,1418,1,0,0,283,2483,9660,SI,-37.1774801030509,-62.7578962604015
BUENOS AIRES,Adolfo Alsina,Maza,0,0,0,390,0,2,0,14,406,1748,SI,-36.7999468137731,-63.3385151506224
BUENOS AIRES,Adolfo Alsina,Rivera,0,0,0,1202,0,0,0,0,1202,3217,SI,-37.1583546113813,-63.2442194943605
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,0,0,0,198,0,0,0,0,198,563,SI,-37.4486186469627,-63.117609405389
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,0,0,0,58,0,0,0,0,58,104,SI,-37.4544378016288,-63.2565950033782
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,0,0,0,630,0,0,0,59,689,1625,SI,-37.9635021758562,-60.415659383962
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,0,0,0,0,0,0,0,45,45,212,SI,-37.8233871716044,-60.484639770555
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,0,0,0,14,14,43,SI,-38.1766861391835,-60.1708487303777
BUENOS AIRES,Alberti,Mechita,285,0,0,0,0,0,0,0,285,412,--,-35.068013673391,-60.4025971632697
BUENOS AIRES,Almirante Brown,Adrogué,214,9259,59,11442,2,1,0,26,21003,30271,SI,-34.8015580737331,-58.3914677191541
BUENOS AIRES,Almirante Brown,Burzaco,142,16127,35,11335,40,2,0,292,27973,92223,SI,-34.8315415891783,-58.3986874871405
BUENOS AIRES,Almirante Brown,Claypole,5,7568,3,4149,13,0,0,2,11740,44098,SI,-34.8044759080477,-58.3447825531042
BUENOS AIRES,Almirante Brown,Don Orione,0,5184,0,0,0,0,0,1,5185,46366,--,-34.8210751643113,-58.3447457989957
BUENOS AIRES,Almirante Brown,Glew,55,7978,10,11652,12,0,0,54,19761,61985,SI,-34.8860114180413,-58.3818301842512
BUENOS AIRES,Almirante Brown,Jose Mármol,0,7374,1,1410,2,0,0,1,8788,43494,SI,-34.7851442510713,-58.3681475603787
BUENOS AIRES,Almirante Brown,Longchamps,30,9559,20,14739,24,0,0,1,24373,51001,SI,-34.8609450255718,-58.3891476922426
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,2,5311,3,54,2,0,0,1,5373,25844,SI,-34.8189583169642,-58.4235610606239
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,3,3418,4,4066,4,0,0,1,7496,17928,SI,-34.8556895005541,-58.3616465427911
BUENOS AIRES,Almirante Brown,Rafael Calzada,37,10375,15,9925,193,0,0,340,20885,60422,SI,-34.7911367513318,-58.350598184222
BUENOS AIRES,Almirante Brown,San Francisco Solano,26,4232,4,3261,131,0,0,2,7656,30355,SI,-34.7866743578473,-58.3219363521574
BUENOS AIRES,Almirante Brown,San Jose,3,9174,2,195,0,3,0,1,9378,48151,SI,-34.7673771924196,-58.3432771404358
BUENOS AIRES,Arrecifes,Arrecifes,906,1127,12,4393,60,1,0,1882,8381,26400,SI,-34.064591121211,-60.1025564443537
BUENOS AIRES,Arrecifes,Todd,0,0,0,304,0,0,0,0,304,732,SI,-34.0328240475348,-60.1562270065746
BUENOS AIRES,Arrecifes,Viña,50,60,0,0,0,0,0,0,110,464,--,-33.9922765156087,-60.2263211205477
BUENOS AIRES,Avellaneda,Avellaneda,1486,8698,48,5769,68,5,0,87,16161,25325,SI,-34.6626508059016,-58.3656990232718
BUENOS AIRES,Avellaneda,Crucesita,1,4956,0,2723,2,0,0,0,7682,22745,SI,-34.66910587351,-58.3574544412345
BUENOS AIRES,Avellaneda,Dock Sud,11,664,0,2421,12,0,0,26,3134,37392,SI,-34.6491266928534,-58.3411774769137
BUENOS AIRES,Avellaneda,Gerli,3,6053,0,4334,0,0,0,0,10390,32384,SI,-34.6847637540553,-58.3726025503412
BUENOS AIRES,Avellaneda,Pineyro,9,5981,1,2324,0,0,0,0,8315,28102,SI,-34.6685497926645,-58.3886029123689
BUENOS AIRES,Avellaneda,Sarandí,1935,10031,67,11628,4,2,0,1,23668,63281,SI,-34.6843716640855,-58.348101313379
BUENOS AIRES,Avellaneda,Villa Domínico,16,8928,2,6819,11,0,0,191,15967,61273,SI,-34.6986315148924,-58.3363602646664
BUENOS AIRES,Avellaneda,Wilde,2052,12587,66,12956,8,0,0,0,27669,68624,SI,-34.7061588356333,-58.3218349208501
BUENOS AIRES,Ayacucho,Ayacucho,2053,0,2,0,0,0,0,139,2194,17364,SI,-37.1536695670417,-58.4895476662462
BUENOS AIRES,Ayacucho,La Constancia,0,0,0,0,0,0,0,10,10,49,--,-37.2286256057071,-58.7603890048806
BUENOS AIRES,Ayacucho,Solanet,0,0,0,0,0,0,0,27,27,47,--,-36.8444984439739,-58.5071421689017
BUENOS AIRES,Ayacucho,Udaquiola,0,0,0,0,0,1,0,46,47,91,--,-36.5637513540211,-58.5333344196536
BUENOS AIRES,Azul,Azul,2424,13779,51,56,65,2,0,1145,17522,55728,SI,-36.7795144970313,-59.8586331707414
BUENOS AIRES,Azul,Cacharí,0,0,2,0,0,0,0,521,523,2960,SI,-36.3805626332947,-59.5030645507265
BUENOS AIRES,Azul,Chillar,0,0,0,0,0,1,0,565,566,3083,SI,-37.3150113247344,-59.9853181679139
BUENOS AIRES,Bahía Blanca,Bahía Blanca,4690,103773,402,9084,463,7,0,2824,121243,291327,SI,-38.7114037284555,-62.2569089501864
BUENOS AIRES,Bahía Blanca,Cabildo,0,193,4,6,5,0,0,153,361,2046,SI,-38.4838572081944,-61.8926015349487
BUENOS AIRES,Bahía Blanca,Ingeniero White,0,0,0,1,0,4,0,0,5,0,--,-38.7794670416666,-62.262951248824
BUENOS AIRES,Balcarce,Balcarce,1503,11047,38,37,47,0,0,883,13555,38376,SI,-37.8482779294345,-58.2551665841248
BUENOS AIRES,Balcarce,Los Pinos,0,0,0,0,9,0,0,30,39,337,SI,-37.9412057603,-58.3225920150442
BUENOS AIRES,Balcarce,Napaleofú,0,0,0,15,0,0,0,50,65,374,SI,-37.6254980210026,-58.7461862359423
BUENOS AIRES,Balcarce,Ramos Otero,0,0,0,0,0,0,0,8,8,95,--,-37.5426353712017,-58.3407185507274
BUENOS AIRES,Balcarce,San Agustín,0,0,0,0,3,0,0,72,75,498,SI,-38.0122838564587,-58.355377761682
BUENOS AIRES,Balcarce,Villa Laguna La Brava,0,0,0,0,0,0,0,34,34,115,SI,-37.8596285282151,-57.9806008736401
BUENOS AIRES,Baradero,Baradero,1882,6807,0,3,0,1,0,809,9502,28537,SI,-33.8128781547156,-59.5043068852807
BUENOS AIRES,Baradero,Irineo Portela,0,0,0,1,0,1,0,76,78,379,SI,-33.9810489198561,-59.6715601606315
BUENOS AIRES,Baradero,Santa Coloma,0,0,0,0,0,0,0,53,53,203,--,-34.062154134736,-59.5585420642846
BUENOS AIRES,Benito Juárez,Barker,0,0,1,10,0,2,0,70,83,1241,SI,-37.6424111302365,-59.3889380312927
BUENOS AIRES,Benito Juárez,López,0,0,0,4,0,0,0,12,16,138,--,-37.5545120854221,-59.6278461536299
BUENOS AIRES,Berazategui,Berazategui,1620,18057,42,24092,57,4,0,49,43921,100855,SI,-34.7597493264937,-58.2019645234278
BUENOS AIRES,Berazategui,Berazategui Oeste,16,79,0,15170,0,0,0,0,15265,87792,SI,-34.7804201858899,-58.2415010261207
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,17,1485,0,1605,0,0,0,0,3107,11695,SI,-34.8021192214631,-58.2188212494897
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,2031,1291,0,0,0,0,0,16,3338,7847,SI,-34.9067557072114,-58.1966995021239
BUENOS AIRES,Berazategui,Guillermo E. Hudson,133,6657,2,8962,3,0,0,0,15757,49458,SI,-34.7897594857633,-58.1439692638183
BUENOS AIRES,Berazategui,Juan María Gutierrez,501,2376,4,3072,0,0,0,44,5997,14868,SI,-34.8348420760566,-58.1819061125702
BUENOS AIRES,Berazategui,Pereyra,9,236,1,310,0,0,0,0,556,1291,SI,-34.8471945391094,-58.1392765205344
BUENOS AIRES,Berazategui,Plátanos,0,1960,0,2161,1,0,0,0,4122,17961,SI,-34.7674201820877,-58.1652686003148
BUENOS AIRES,Berazategui,Ranelagh,39,2962,13,7344,0,1,0,0,10359,17183,SI,-34.7941468501172,-58.1989815634425
BUENOS AIRES,Berazategui,Villa España,2,1270,0,2040,0,0,0,0,3312,15205,SI,-34.776063416904,-58.2002532983623
BUENOS AIRES,Berisso,Berisso,4198,12465,23,6195,29,0,0,368,23278,87698,SI,-34.8746353679645,-57.8947472316799
BUENOS AIRES,Berisso,Villa Nueva,0,0,0,132,0,0,0,250,382,0,--,-34.8957079362353,-57.9108816644737
BUENOS AIRES,Berisso,Barrio El Carmen (Este),0,0,0,132,0,0,0,250,382,0,--,-34.9293102150655,-57.8853552505795
BUENOS AIRES,Berisso,Villa Arguello,0,0,0,132,0,0,0,250,382,0,--,-34.9053981881099,-57.9180815078165
BUENOS AIRES,Berisso,Villa Progreso,0,0,0,132,0,0,0,250,382,0,--,-34.9308766123633,-57.8468799885622
BUENOS AIRES,Bolívar,Pirovano,0,0,0,0,50,0,0,45,95,1551,SI,-36.5109170215402,-61.5545516558692
BUENOS AIRES,Bolívar,Urdampilleta,0,0,6,2,6,0,0,71,85,2643,SI,-36.4329292363695,-61.4191160192421
BUENOS AIRES,Bolívar,Paula,0,0,0,0,0,1,0,0,1,40,--,-36.5053183545527,-61.0243287245345
BUENOS AIRES,Bolívar,Hale,10,0,0,0,0,0,0,0,10,211,SI,-36.0010429767568,-60.8534495072374
BUENOS AIRES,Bragado,Bragado,674,4209,10,45,0,0,0,210,5148,33222,SI,-35.118942299763,-60.4879147568209
BUENOS AIRES,Bragado,General O'Brien,321,0,0,83,0,0,0,31,435,2488,SI,-34.9067979091956,-60.7597838238054
BUENOS AIRES,Bragado,Irala,0,3,0,0,0,0,0,22,25,400,SI,-34.7718230311122,-60.6916912010278
BUENOS AIRES,Bragado,Mechita (Est. Mecha),10,12,0,0,0,0,0,12,34,1414,--,-35.0699378566803,-60.4084937925362
BUENOS AIRES,Bragado,Warnes,135,0,0,0,9,0,0,7,151,437,--,-34.9098734445057,-60.5381681629003
BUENOS AIRES,Bragado,Comodoro Py,0,0,0,220,0,0,0,2,222,634,--,-35.3233100374631,-60.5217314911689
BUENOS AIRES,Bragado,Olascoaga,0,0,0,0,0,0,0,40,40,127,--,-35.2375277927366,-60.6115341696178
BUENOS AIRES,Brandsen,Coronel Brandsen,1805,5,0,1480,2,0,0,1135,4427,19877,SI,-35.1690983002919,-58.2373529446643
BUENOS AIRES,Brandsen,Jeppener,676,0,0,2,0,0,0,0,678,2496,SI,-35.2802043920968,-58.1996649431989
BUENOS AIRES,Campana,Campana,2242,17445,1,8700,18,3,0,43,28452,86860,SI,-34.1639618118269,-58.9588741035355
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),0,50,0,0,0,0,0,0,50,261,--,-34.2816770641806,-58.8911906524052
BUENOS AIRES,Campana,Alto Los Cardales,0,0,0,80,0,0,0,41,121,1983,--,-34.3160243688815,-58.9784574815339
BUENOS AIRES,Campana,Barrio Los Pioneros,0,0,0,0,0,0,0,40,40,1823,--,-34.2530406367633,-58.9584400368589
BUENOS AIRES,Cañuelas,Alejandro Petión,206,830,7,0,0,0,0,42,1085,2759,SI,-34.9793768508134,-58.6749430768989
BUENOS AIRES,Cañuelas,Barrio El Taladro,0,0,0,0,0,0,0,5,5,155,--,-35.0742486164225,-58.8632420603475
BUENOS AIRES,Cañuelas,Cañuelas,1228,5116,33,2261,0,1,0,526,9165,29974,SI,-35.0527140350539,-58.7583856965375
BUENOS AIRES,Cañuelas,Máximo Paz,0,2692,0,2,0,0,0,270,2964,7165,--,-34.9364563092157,-58.6143957995956
BUENOS AIRES,Cañuelas,Santa Rosa,0,0,0,0,0,2,0,233,235,5297,--,-34.9611839371811,-58.7308918275978
BUENOS AIRES,Cañuelas,Uribelarrea,60,0,0,403,0,0,0,20,483,1282,SI,-35.1227364407356,-58.8904871463421
BUENOS AIRES,Cañuelas,Vicente Casares,228,0,2,0,0,0,0,25,255,787,SI,-34.9653526702416,-58.6504979594296
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,0,0,0,0,0,0,0,48,48,7165,--,-34.9364563092157,-58.6143957995956
BUENOS AIRES,Cañuelas,Gobernador Udaondo,0,0,0,0,0,0,0,20,20,330,--,-35.3003271130454,-58.5943053657455
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,180,4011,0,0,0,0,0,89,4280,13088,SI,-34.1723674255219,-59.789349139091
BUENOS AIRES,Capitán Sarmiento,La Luisa,0,0,0,0,0,0,0,44,44,230,--,-34.1285572110784,-59.9240058312679
BUENOS AIRES,Carlos Casares,Cadret,0,0,0,0,1,0,0,48,49,214,SI,-35.7727531397053,-61.3353879836968
BUENOS AIRES,Carlos Casares,Carlos Casares,1425,9,8,1477,0,0,0,2461,5380,18347,SI,-35.623543502046,-61.3653159121918
BUENOS AIRES,Carlos Casares,La Sofía,0,0,0,0,0,0,0,1,1,12,--,-35.7003907357414,-61.1702865161871
BUENOS AIRES,Carlos Casares,Moctezuma,0,0,0,0,0,0,0,152,152,471,SI,-35.4774725641963,-61.4930734927677
BUENOS AIRES,Carlos Casares,Santo Tomás,0,0,0,0,0,0,0,44,44,27,--,-35.6740915009624,-61.5066664301675
BUENOS AIRES,Carlos Casares,Smith,0,0,0,0,0,0,0,191,191,465,SI,-35.4946290260766,-61.5937811081594
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,0,0,0,0,0,0,0,47,47,76,SI,-35.583017649873,-61.5244457086778
BUENOS AIRES,Carlos Casares,Bellocq,0,0,1,0,0,0,0,0,1,542,SI,-35.9189705554631,-61.5312630222769
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,15,476,1,68,0,0,0,1188,1748,5178,SI,-35.3925733302196,-62.4193023144118
BUENOS AIRES,Carlos Tejedor,Colonia Seré,0,0,0,0,0,0,0,81,81,726,SI,-35.4388157700903,-62.7252382146864
BUENOS AIRES,Carlos Tejedor,Curarú,0,0,0,0,0,0,0,16,16,422,SI,-35.6403503028113,-62.1924372294866
BUENOS AIRES,Carlos Tejedor,Timote,0,0,0,0,0,0,0,61,61,526,SI,-35.3477615165229,-62.2246532791856
BUENOS AIRES,Carmen de Areco,Carmen de Areco,388,1707,5,0,1,0,0,905,3006,12775,SI,-34.3776987251735,-59.8229019801033
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,0,0,0,0,0,0,0,31,31,122,--,-34.4951191416005,-59.8029737383366
BUENOS AIRES,Carmen de Areco,Tres Sargentos,0,0,0,0,0,0,0,107,107,391,SI,-34.4664778301466,-60.0008697422009
BUENOS AIRES,Castelli,Castelli,67,1109,0,1121,0,2,0,28,2327,6859,SI,-36.091694119436,-57.8071801619355
BUENOS AIRES,Castelli,Centro Guerrero,0,0,0,46,0,0,0,3,49,114,--,-36.0570621940227,-57.8235422591576
BUENOS AIRES,Chacabuco,Castilla,0,0,0,0,0,0,0,274,274,689,SI,-34.6131247014799,-59.9005194580559
BUENOS AIRES,Chacabuco,Chacabuco,925,9896,16,14,16,0,0,2,10869,38418,SI,-34.6429843999409,-60.4701843504346
BUENOS AIRES,Chacabuco,O'Higgins,54,95,0,0,0,0,0,12,161,1206,SI,-34.5854707868254,-60.6986325840689
BUENOS AIRES,Chacabuco,Rawson,73,0,0,303,28,0,0,128,532,2123,SI,-34.6086374337309,-60.0677106761007
BUENOS AIRES,Chascomús,Chascomús,2159,7510,85,1159,85,1,0,0,10999,33607,SI,-35.5743009068199,-58.0005532563664
BUENOS AIRES,Chascomús,Barrio San Cayetano,0,0,0,132,0,0,0,0,132,0,--,-35.5466815668936,-58.0013258753826
BUENOS AIRES,Chivilcoy,Chivilcoy,2628,9147,119,815,119,1,0,3172,16001,58152,SI,-34.8980163772726,-60.0188841030321
BUENOS AIRES,Chivilcoy,La Rica,39,0,0,0,0,0,0,97,136,118,SI,-34.9739189538858,-59.8639302070489
BUENOS AIRES,Chivilcoy,Moquehuá,0,338,0,546,0,0,0,29,913,2130,SI,-35.0926582854313,-59.7745302971612
BUENOS AIRES,Chivilcoy,Ramón Biaus,3,0,0,0,0,0,0,47,50,179,SI,-35.0858455213162,-59.9236682591744
BUENOS AIRES,Chivilcoy,San Sebastián,3,0,0,0,0,0,0,49,52,166,SI,-34.9443783815263,-59.7018597369347
BUENOS AIRES,Chivilcoy,Gorostiaga,55,0,0,0,0,0,0,2,57,324,--,-34.839127302807,-59.8646671984292
BUENOS AIRES,Colón,Colón,4143,1588,0,1794,0,0,0,20,7545,23206,SI,-33.8978633606345,-61.099560506382
BUENOS AIRES,Colón,Sarasa,0,0,0,0,0,0,0,15,15,71,--,-34.0523353092344,-61.2019040914739
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,0,0,0,0,0,1,0,0,1,681,SI,-38.9961963948629,-61.5471990087107
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,0,0,0,0,0,0,0,62,62,327,--,-38.7839402799391,-62.1195194756714
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,0,0,0,0,0,0,0,74,74,164,SI,-38.7647705078125,-61.9209671020508
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,228,1160,3,1,0,0,0,32,1424,11510,SI,-38.7166239148323,-61.2884948879698
BUENOS AIRES,Coronel Dorrego,Oriente,0,0,0,586,0,0,0,48,634,1778,SI,-38.7388491145692,-60.6092238150829
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,0,0,0,342,0,0,0,0,342,158,SI,-38.9224906889726,-60.5329774471942
BUENOS AIRES,Coronel Pringles,Indio Rico,0,0,1,24,0,0,0,3,28,1054,SI,-38.3293770967784,-60.8866340266383
BUENOS AIRES,Coronel Suárez,Coronel Suárez,817,2427,88,1609,88,0,0,785,5814,23621,SI,-37.4596224938744,-61.9317530113989
BUENOS AIRES,Coronel Suárez,Huanguelén,0,0,1,1384,0,0,0,527,1912,5020,SI,-37.0622288209544,-61.9297529087938
BUENOS AIRES,Coronel Suárez,Pasman,0,0,0,0,0,0,0,48,48,165,--,-37.2234351404125,-62.1602259170472
BUENOS AIRES,Coronel Suárez,San José,0,45,0,706,0,0,0,0,751,2234,SI,-37.5077480260109,-61.9211473085303
BUENOS AIRES,Coronel Suárez,Santa María,0,18,0,465,0,0,0,0,483,1832,SI,-37.5565856774998,-61.872634363442
BUENOS AIRES,Coronel Suárez,Santa Trinidad,0,65,0,550,0,0,0,0,615,1474,SI,-37.4891036510029,-61.9252761219778
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,0,104,0,72,0,0,0,0,176,434,--,-38.1345025284944,-61.7885553500206
BUENOS AIRES,Daireaux,Daireaux,281,0,0,0,194,50,0,339,864,12122,SI,-36.6001749213746,-61.7450132654369
BUENOS AIRES,Daireaux,Salazar,0,0,0,0,0,0,0,79,79,1924,SI,-36.307117163487,-62.2003365899
BUENOS AIRES,Dolores,Dolores,1575,10215,1,8,0,0,325,0,12124,25940,SI,-36.3161215739926,-57.6752657333964
BUENOS AIRES,Dolores,Sevigne,0,0,0,0,0,0,0,1,1,286,SI,-36.2067284269712,-57.7413707296745
BUENOS AIRES,Ensenada,Ensenada,1534,10765,17,2923,6,0,0,2092,17337,56463,SI,-34.8679770208454,-57.9214379246659
BUENOS AIRES,Ensenada,Villa Catela,0,0,0,0,0,0,0,7,7,0,--,-34.884600148052,-57.9511290255284
BUENOS AIRES,Escobar,Belen de Escobar,2964,17071,21,8652,333,1,0,97,29139,64544,SI,-34.3516704130246,-58.7832526742638
BUENOS AIRES,Escobar,El cazador,0,971,0,2226,0,0,0,0,3197,4722,SI,-34.3034904902207,-58.7811274560113
BUENOS AIRES,Escobar,Garín,4638,9481,3,3422,2,1,0,11,17558,70042,SI,-34.428785229178,-58.7361732596546
BUENOS AIRES,Escobar,Ingeniero Maschwitz,1126,4227,3,2969,1,0,0,300,8626,14734,SI,-34.3790006332322,-58.7303342412363
BUENOS AIRES,Escobar,Loma Verde,0,0,0,999,0,0,0,0,999,3783,--,-34.3285234890863,-58.8506997728362
BUENOS AIRES,Escobar,Maquinista F. Savio (este),533,4392,0,13,2,0,0,14,4954,37480,SI,-34.3964888336318,-58.7629458829717
BUENOS AIRES,Escobar,Matheu,1390,2515,2,1,3,1,0,58,3970,16903,SI,-34.3688779666182,-58.8402291878847
BUENOS AIRES,Esteban Echeverría,9 De Abril,237,6483,6,12,1,0,0,153,6892,50116,SI,-34.7565075768115,-58.4902923509723
BUENOS AIRES,Esteban Echeverría,Canning,3,3488,0,1049,1,0,0,94,4635,7941,SI,-34.8849791351051,-58.4778099372334
BUENOS AIRES,Esteban Echeverría,El Jagüel,0,6691,0,5,2,1,0,89,6788,60132,SI,-34.8304505041023,-58.494869419897
BUENOS AIRES,Esteban Echeverría,Luis Guillón,4,7207,2,1757,1,0,0,77,9048,46649,SI,-34.800196435999,-58.4530964052639
BUENOS AIRES,Esteban Echeverría,Monte Grande,211,27688,61,24799,70,4,0,312,53145,135893,SI,-34.8191368630736,-58.4726947603508
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,2,0,0,0,0,0,0,0,2,14,SI,-34.8128216283518,-58.5521650062885
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,0,0,0,0,0,0,0,92,92,243,--,-34.3363786908945,-59.1094149717708
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,2,7166,2,0,0,1,0,0,7171,7174,SI,-34.3300736993853,-58.9885651588167
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,0,0,0,0,0,1,0,30,31,1207,--,-34.3273003551547,-59.0759905460338
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,2709,0,0,235,0,0,0,0,2944,8008,SI,-34.3581118951493,-59.0310010709452
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,224,0,3,4,0,1,0,0,232,5651,SI,-34.8128216283518,-58.5521650062885
BUENOS AIRES,Ezeiza,Canning,194,1722,1,1030,1,0,0,50,2998,3444,SI,-34.8962283957338,-58.5087006002723
BUENOS AIRES,Ezeiza,Carlos Spegazzini,343,5545,2,1349,164,1,0,1,7405,25990,SI,-34.9338489869515,-58.5780017334776
BUENOS AIRES,Ezeiza,José Maria Ezeiza,540,13930,13,4959,0,2,0,92,19536,56219,SI,-34.8536100103068,-58.5195521653909
BUENOS AIRES,Ezeiza,La Unión,107,9052,1,823,0,2,0,0,9985,33227,SI,-34.8503859677023,-58.5558695462288
BUENOS AIRES,Ezeiza,Tristán Suarez,571,10640,5,982,18,0,0,4,12220,37944,SI,-34.8851527149847,-58.5700335845498
BUENOS AIRES,Florencio Varela,Bosques,35,7673,3,3293,13,0,0,266,11283,64077,SI,-34.827580702831,-58.2229120039488
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,7,2482,4,3935,0,0,0,0,6428,26005,SI,-34.812285887223,-58.2426532633495
BUENOS AIRES,Florencio Varela,Florencio Varela,661,18474,30,22792,263,3,0,810,43033,149676,SI,-34.7960544308506,-58.2748588953342
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,13,7558,6,471,0,0,0,0,8048,61135,SI,-34.8152397261388,-58.3082334245906
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,2505,5087,0,907,0,0,0,0,8499,32994,SI,-34.8648075260046,-58.2110437322304
BUENOS AIRES,Florencio Varela,La Capilla,0,0,0,4,0,0,0,0,4,0,SI,-34.9437330109546,-58.2632550914349
BUENOS AIRES,Florencio Varela,Villa Brown,0,85,0,264,0,0,0,0,349,7484,--,-34.8790424725562,-58.2898092496787
BUENOS AIRES,Florencio Varela,Villa San Luis,0,350,0,0,0,0,0,0,350,12693,--,-34.8627929258513,-58.2553232274346
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,31,4100,1,226,0,0,0,0,4358,27308,SI,-34.8380276482598,-58.2888899071764
BUENOS AIRES,Florencio Varela,Villa Vatteone,12,4586,1,2184,0,0,0,0,6783,44632,SI,-34.8303193176345,-58.2635239901185
BUENOS AIRES,Florentino Ameghino,Blaquier,0,0,0,0,0,1,0,5,6,676,SI,-34.6356616332748,-62.4786821321875
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,117,0,0,297,0,0,0,0,414,7225,SI,-34.846677699169,-62.4671575805384
BUENOS AIRES,Florentino Ameghino,Porvenir,0,0,0,0,0,0,0,2,2,156,--,-34.9522292183733,-62.2174229886622
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,0,0,3,930,0,1,0,31,965,6623,SI,-38.1119335118514,-57.8415353121543
BUENOS AIRES,General Alvarado,Mar del Sur,0,0,2,0,0,0,0,142,144,453,SI,-38.3446881533109,-57.9920393065731
BUENOS AIRES,General Alvarado,Mechongué,256,0,0,0,0,0,0,3,259,1307,SI,-38.1486545138318,-58.2230121065801
BUENOS AIRES,General Alvarado,Miramar,4888,1584,74,1,76,1,0,957,7581,29433,SI,-38.2707429318083,-57.8404714577536
BUENOS AIRES,General Arenales,Arribeños,305,301,1,144,15,0,0,261,1027,2910,SI,-34.2101542565966,-61.3548577979495
BUENOS AIRES,General Arenales,Ascensión,1200,505,0,0,250,0,0,139,2094,4179,SI,-34.2368758979793,-61.103613881133
BUENOS AIRES,General Arenales,Ferré,0,152,0,282,0,0,0,441,875,2004,SI,-34.1250383813873,-61.132654886464
BUENOS AIRES,General Arenales,General Arenales,0,883,1,99,0,0,0,512,1495,4321,SI,-34.3044679711077,-61.3056277788216
BUENOS AIRES,General Arenales,La Angelita,26,0,0,0,2,0,0,67,95,265,SI,-34.2608740726731,-60.9685988224111
BUENOS AIRES,General Arenales,La Trinidad,0,15,0,0,0,0,0,95,110,308,--,-34.1068549430168,-61.1317020714357
BUENOS AIRES,General Belgrano,General Belgrano,513,1507,5,2,0,1,0,894,2922,15394,SI,-35.7694577358026,-58.4944615102033
