Provincia,Partido,Localidad,ADSL,CableModem,Dial Up,Fibra Optica,Otras conexiones,Satelital,WIMAX,Wireless,Total general,Poblacion,Telefonia Fija,Latitud,Longitud
LA RIOJA,Castro Barros,Anillaco,0,453,0,1,0,1,0,0,455,1573,SI,-28.8155900262519,-66.9439245714904
LA RIOJA,Castro Barros,Los Molinos,0,49,0,0,0,0,0,4,53,244,--,-28.7544152281739,-66.9389202939919
LA RIOJA,Castro Barros,San Pedro,0,28,0,0,0,0,0,45,73,298,SI,-28.6697090457958,-66.9281338379098
LA RIOJA,Castro Barros,Aminga,0,158,0,1,0,0,0,17,176,833,SI,-28.8554609845772,-66.9376617661779
LA RIOJA,Castro Barros,Anjullón,0,44,0,1,0,0,0,64,109,418,SI,-28.7272509428901,-66.9328944677286
LA RIOJA,Castro Barros,Chuquis,0,39,0,0,0,0,0,0,39,236,--,-28.8979801822511,-66.9765194957537
LA RIOJA,Castro Barros,Pinchas,0,49,0,0,0,0,0,1,50,390,--,-28.9370760269909,-66.9665171496043
LA RIOJA,Castro Barros,Santa Vera Cruz,0,0,0,0,0,0,0,5,5,123,--,-28.683504219205,-66.9654939868506
LA RIOJA,Chamical,Chamical,229,2963,0,8,0,1,0,9,3210,12919,SI,-30.3772951613356,-66.3240368838483
LA RIOJA,Chilecito,Chilecito,1046,4510,0,3328,0,0,0,96,8980,33724,SI,-29.1634978575196,-67.5074284990176
LA RIOJA,Chilecito,Colonia Vichigasta,0,0,0,0,0,1,0,0,1,272,--,-29.4490716382323,-67.4914198732182
LA RIOJA,Chilecito,Los Sarmientos,0,157,0,0,0,0,0,0,157,0,--,-29.1517467165263,-67.4826010369502
LA RIOJA,Chilecito,Nonogasta,90,824,0,1,0,1,0,6,922,6937,SI,-29.3040959439682,-67.5072784622018
LA RIOJA,Chilecito,San Miguel,0,60,0,0,0,0,0,5,65,0,--,-29.184674818415,-67.4780826682806
LA RIOJA,Chilecito,San Nicolás,0,0,0,0,0,0,0,7,7,153,--,-29.1217634888802,-67.475895961327
LA RIOJA,Chilecito,Vichigasta,46,0,0,1,0,1,0,103,151,3016,SI,-29.4885973737241,-67.50228520978
LA RIOJA,Chilecito,Colonia Anguinán,0,161,0,1,0,0,0,69,231,225,SI,-29.2540980171571,-67.426136513409
LA RIOJA,Chilecito,Guanchín,0,0,0,0,0,0,0,2,2,284,--,-29.1927256872976,-67.6392754274079
LA RIOJA,Chilecito,Malligasta,0,0,0,0,0,0,0,185,185,1668,SI,-29.1772024890585,-67.4408316312776
LA RIOJA,Chilecito,Santa Florentina,0,0,0,0,0,0,0,7,7,129,--,-29.1330615805931,-67.5576081781931
LA RIOJA,Chilecito,Sañogasta,0,0,0,0,0,0,0,219,219,1805,SI,-29.3203738957214,-67.6277959527272
LA RIOJA,Chilecito,Tilimuqui,0,0,0,0,0,0,0,13,13,279,--,-29.1494438672162,-67.4296645756575
LA RIOJA,Chilecito,La Puntilla,0,0,0,0,0,0,0,1,1,0,--,-29.1484698105368,-67.4191244361359
LA RIOJA,Coronel Felipe Varela,Guandacol,1,379,0,2,0,1,0,0,383,2525,SI,-29.509859321691,-68.5522045398452
LA RIOJA,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,41,41,0,--,-29.361377257847,-68.6264098036917
LA RIOJA,Coronel Felipe Varela,Villa Unión,0,1122,0,3,0,1,0,258,1384,4931,SI,-29.3227046223336,-68.2230741292594
LA RIOJA,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,47,47,219,--,-29.4772470519152,-67.7729134098149
LA RIOJA,Coronel Felipe Varela,Los Palacios,0,0,0,0,0,0,0,107,107,512,--,-29.3713119289112,-68.2271328398885
LA RIOJA,Coronel Felipe Varela,Pagancillo,0,0,0,1,0,0,0,126,127,861,--,-29.5412536132819,-68.0970404734465
LA RIOJA,Famatina,Famatina,1,202,0,2,0,0,0,5,210,2466,SI,-28.9291000348798,-67.5207596756722
LA RIOJA,Famatina,Angulos,0,0,0,0,0,0,0,6,6,127,--,-28.6595753462725,-67.6529605556859
LA RIOJA,Famatina,Campanas,0,0,0,1,0,0,0,161,162,892,SI,-28.5560208289878,-67.6264406513676
LA RIOJA,Famatina,Chañarmuyo,0,0,0,0,0,0,0,29,29,268,--,-28.6123449106977,-67.5874723425836
LA RIOJA,Famatina,La Cuadra,0,0,0,0,0,0,0,22,22,122,--,-28.4724817643376,-67.6918652569621
LA RIOJA,Famatina,Pituil,0,0,0,0,0,0,0,153,153,849,SI,-28.5815077306519,-67.4508379497995
LA RIOJA,Famatina,Santa Cruz,0,0,0,0,0,0,0,22,22,221,--,-28.4907371198,-67.6899252647169
LA RIOJA,General Angel V. Peñaloza,Tama,8,0,0,1,0,0,0,149,158,1164,SI,-30.5173084388038,-66.5413792482074
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,0,0,0,1,0,0,0,93,94,532,SI,-30.165433857594,-66.556575245663
LA RIOJA,General Belgrano,Chañar,9,0,0,1,0,0,0,90,100,903,SI,-30.5590304532238,-65.9735931205601
LA RIOJA,General Belgrano,Loma Blanca,0,0,0,0,0,2,0,0,2,731,--,-30.6446137810742,-66.238741686799
LA RIOJA,General Belgrano,Olta,0,1069,0,1,0,1,0,6,1077,4547,SI,-30.6399759885817,-66.278060412461
LA RIOJA,General Belgrano,Castro Barros,0,0,0,0,0,0,0,1,1,116,--,-30.5956924271806,-65.7419372748158
LA RIOJA,General Ocampo,Santa Rita de Catuna,0,299,0,0,0,1,0,0,300,1695,SI,-30.9665198359206,-66.2356607957536
LA RIOJA,General Ocampo,Ambil,0,0,0,0,0,0,0,34,34,214,--,-31.1413359277957,-66.3603819377386
LA RIOJA,General Ocampo,Milagro,0,813,0,1,0,0,0,0,814,3494,SI,-31.0131717520524,-65.9882554540382
LA RIOJA,General San Martín,Ulapes,0,691,0,2,0,0,0,1,694,3205,SI,-31.582978877023,-66.2514026305989
LA RIOJA,Independencia,Amaná,1,0,0,0,0,0,0,1,2,148,--,-30.0611119791655,-67.5084950612514
LA RIOJA,Independencia,Patquía,31,0,0,1,0,0,0,279,311,1808,SI,-30.0522114405959,-66.8915886798437
LA RIOJA,Rosario Vera Peñaloza,Chepes,4,2312,0,3,1,1,0,373,2694,11039,SI,-31.3506186314416,-66.6046417930744
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,0,0,0,0,0,0,0,116,116,733,SI,-31.2240295500516,-66.3334915975105
LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554,2275,--,-29.3064491456943,-67.0414097362521
LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554,2275,--,-29.3064491456943,-67.0414097362521
LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554,0,SI,-29.3064491456943,-67.0414097362521
LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554,0,SI,-29.3064491456943,-67.0414097362521
LA RIOJA,San Blas de los Sauces,Los Robles,0,1,0,3,0,1,0,102,107,0,--,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,0,0,0,0,0,0,0,156,156,3918,SI,-28.4076258105119,-67.0961546311904
LA RIOJA,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,16,16,0,--,-28.5555816291232,-67.1592836516078
LA RIOJA,San Blas de los Sauces,Chaupihuasi,0,0,0,0,0,0,0,16,16,0,--,-28.3536422425472,-67.080433367311
LA RIOJA,San Blas de los Sauces,Cuipan,0,0,0,0,0,0,0,50,50,0,--,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,Las Talas,0,1,0,0,0,0,0,42,43,0,--,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,San Blas,0,0,0,0,0,0,0,48,48,0,--,-28.407625810512,-67.0961546311905
LA RIOJA,San Blas de los Sauces,Shaqui,0,0,0,1,0,0,0,73,74,0,--,-28.4812201375784,-67.128235105005
LA RIOJA,San Blas de los Sauces,Suriyaco,0,0,0,0,0,0,0,2,2,0,--,-28.5555816291232,-67.1592836516078
LA RIOJA,San Blas de los Sauces,Tuyubil,0,0,0,0,0,0,0,2,2,0,--,-28.5555816291232,-67.1592836516078
LA RIOJA,General Juan F. Quiroga,San Antonio,0,0,0,0,0,0,0,33,33,149,--,-31.0900907205412,-66.7571869922571
LA RIOJA,General Juan F. Quiroga,Malanzán,0,0,0,1,0,0,0,347,348,1335,SI,-30.815543887629,-66.6194814951279
LA RIOJA,General Juan F. Quiroga,Nácate,0,0,0,0,0,0,0,78,78,359,--,-30.8640381344546,-66.4051056083957
LA RIOJA,General Juan F. Quiroga,Portezuelo,0,0,0,1,0,0,0,227,228,1017,SI,-30.847619186484,-66.7186798501751
LA RIOJA,General Lamadrid,Villa Castelli,0,0,0,1,0,0,0,255,256,1697,SI,-29.0207515543035,-68.2253713917754
LA RIOJA,Vinchina,Jagüé,0,0,0,0,0,0,0,2,2,230,--,-28.6604900543905,-68.3668741365882
LA RIOJA,Vinchina,Villa San José de Vinchina,0,0,0,2,0,0,0,431,433,2401,SI,-28.7797111463416,-68.2060368408699
MENDOZA,Capital,Mendoza,6997,69861,182,32987,202,16,0,2053,112298,114893,SI,-32.8774938474965,-68.852787067524
MENDOZA,General Alvear,Bowen,0,64,1,0,0,1,0,91,157,4939,SI,-35.0009124317209,-67.5161818289008
MENDOZA,General Alvear,General Alvear,782,3812,1,2224,411,0,0,3408,10638,29909,SI,-34.9804694766564,-67.7009950828176
MENDOZA,General Alvear,Carmensa,0,0,0,0,0,0,0,79,79,941,SI,-35.1449057898791,-67.662955044003
MENDOZA,Godoy Cruz,Godoy Cruz,4261,25,90,31340,100,2,0,1014,36832,191299,SI,-32.9215283150576,-68.8549231831208
MENDOZA,Godoy Cruz,Gobernador Benegas,0,0,0,568,0,0,0,0,568,0,--,-32.9443750737376,-68.8651880637399
MENDOZA,Godoy Cruz,Villa Hipodromo,0,0,0,18,0,0,0,0,18,0,--,-32.9085519196216,-68.8709990197701
MENDOZA,Guaymallén,Colonia Segovia,0,0,0,5,0,0,0,142,147,4271,--,-32.8445720739406,-68.7264015008637
MENDOZA,Guaymallén,Guaymallén,5163,7,88,28449,17,0,0,1536,35260,252618,SI,-32.8925289639529,-68.820068537927
MENDOZA,Guaymallén,La Primavera,0,0,0,0,0,0,0,27,27,189067,--,-32.9212115151732,-68.6797682708562
MENDOZA,Guaymallén,Los Corralitos,102,0,2,0,0,1,0,49,154,942,SI,-32.8978664693342,-68.7059893326547
MENDOZA,Guaymallén,Puente de Hierro,1259,0,3,0,0,0,0,116,1378,7524,SI,-32.8596996528436,-68.6889630695891
MENDOZA,Guaymallén,San Jose,0,0,0,112,0,0,0,0,112,0,--,-32.887910080091,-68.8336077167937
MENDOZA,Guaymallén,Capilla Del Rosario,0,0,0,311,0,0,0,0,311,0,--,-32.9057059086968,-68.7753107154796
MENDOZA,Junín,Ingeniero Giagnoni,3682,0,52,254,52,0,0,66,4106,594,SI,-33.1247748459194,-68.4208925887498
MENDOZA,Junín,Junín,354,0,5,961,0,0,0,215,1535,6324,SI,-33.1450869905894,-68.4921156012444
MENDOZA,Junín,La Colonia,0,0,0,541,0,1,0,201,743,9403,--,-33.0927994762934,-68.4874957269843
MENDOZA,Junín,Los Barriales,832,0,2,0,0,0,0,175,1009,4572,SI,-33.1010405156356,-68.567527971482
MENDOZA,Junín,Medrano,0,0,0,0,0,0,0,774,774,817,--,-33.1762912284126,-68.6231695474222
MENDOZA,Junín,Phillips,0,0,0,0,0,0,0,1,1,894,SI,-33.2032507142375,-68.3832295478144
MENDOZA,Junín,Rodríguez Peña,0,0,0,0,0,0,0,48,48,751,SI,-33.1211519220358,-68.6046800215005
MENDOZA,La Paz,La Paz,384,0,0,4,0,0,0,0,388,7872,SI,-33.4610193184125,-67.5595785270435
MENDOZA,Las Heras,Las Heras,1206,7,32,13713,11,6,0,722,15697,189067,SI,-32.8499236875213,-68.8452567330483
MENDOZA,Las Heras,Papagayos,0,0,0,0,0,1,0,0,1,0,--,-32.8219,-68.8964
MENDOZA,Las Heras,Uspallata,578,0,2,558,0,0,0,0,1138,3810,SI,-32.595534534037,-69.3582053741335
MENDOZA,Las Heras,Panquehua,0,0,0,5,0,0,0,0,5,0,--,-32.8349236425418,-68.8451652007894
MENDOZA,Las Heras,Puente del Inca,0,0,0,0,0,1,0,0,1,126,--,-32.8198835580194,-69.9250020499226
MENDOZA,Lavalle,3 de Mayo,0,0,0,0,0,0,0,21,21,516,SI,-32.675527945267,-68.6462113031921
MENDOZA,Lavalle,Barrio Los Olivos,229,0,0,0,0,0,0,0,229,73,SI,-32.6972155730911,-68.3295580099939
MENDOZA,Lavalle,Costa de Araujo,0,0,0,2,29,0,0,125,156,2816,--,-32.7568943573314,-68.4085951866641
MENDOZA,Lavalle,El Vergel,0,0,0,0,0,0,0,22,22,362,--,-32.7623132216047,-68.6476011792189
MENDOZA,Lavalle,Ingeniero Gustavo André,0,0,0,0,0,0,0,26,26,288,--,-32.6824002043157,-68.3268969073829
MENDOZA,Lavalle,Jocolí,0,0,0,0,0,0,0,27,27,684,--,-32.6125410510042,-68.6790408967958
MENDOZA,Lavalle,Jocolí Viejo,0,0,0,0,0,0,0,25,25,422,--,-32.7274623415005,-68.6602319575528
MENDOZA,Lavalle,Villa Tulumaya,0,0,0,107,1,0,0,271,379,7870,--,-32.7196142429269,-68.6030438537926
MENDOZA,Luján de Cuyo,Agrelo,1,0,0,564,0,0,0,67,632,2147,SI,-33.1173844439975,-68.8960235351828
MENDOZA,Luján de Cuyo,Cacheuta,18,0,0,0,0,0,0,31,49,636,SI,-33.0367104413315,-69.1159068278817
MENDOZA,Luján de Cuyo,Las Compuertas,1050,0,7,0,0,0,0,42,1099,827,SI,-33.0343953638207,-68.9757201428593
MENDOZA,Luján de Cuyo,Luján de Cuyo,2450,9,29,4074,608,1,0,1829,9000,82615,SI,-33.0328665626243,-68.8912066261393
MENDOZA,Luján de Cuyo,Perdriel,60,0,4,154,0,0,0,58,276,8531,SI,-33.0690096392441,-68.8986010698045
MENDOZA,Luján de Cuyo,Potrerillos,0,0,0,1,0,4,0,32,37,292,SI,-32.945486814506,-69.2086449063504
MENDOZA,Luján de Cuyo,Ugarteche,0,0,0,123,0,0,0,127,250,4561,SI,-33.2109451573216,-68.8972088041994
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,0,0,0,77,0,0,0,15,92,371,--,-33.0753282280469,-68.9250404043338
MENDOZA,Luján de Cuyo,Costa Flores,0,0,0,133,0,0,0,17,150,297,--,-33.0705184504059,-68.9343214868201
MENDOZA,Luján de Cuyo,El Carrizal,0,0,0,0,0,0,0,42,42,344,--,-33.3037433557192,-68.7554951968491
MENDOZA,Luján de Cuyo,El Salto,0,0,0,0,0,0,0,34,34,297,SI,-32.8994781760003,-69.3336484431929
MENDOZA,Luján de Cuyo,Las Vegas,0,0,0,0,0,0,0,32,32,450,SI,-33.0058788620171,-69.2764002200338
MENDOZA,Luján de Cuyo,La Puntilla,0,0,0,110,0,0,0,2,112,0,--,-32.9609713860174,-68.8723323876365
MENDOZA,Maipú,Barrancas,0,0,0,0,0,0,0,31,31,194,SI,-33.0833355400244,-68.7343792557021
MENDOZA,Maipú,Cruz de Piedra,0,0,0,59,0,0,0,12,71,1536,SI,-33.0293391100097,-68.7922412248266
MENDOZA,Maipú,Fray Luis Beltrán,335,1,4,1,0,0,0,66,407,4735,SI,-33.0049403047291,-68.6612377129718
MENDOZA,Maipú,Maipú,922,2,15,4596,6,0,0,1356,6897,106662,SI,-32.9394310178507,-68.8068438760291
MENDOZA,Maipú,Rodeo del Medio,348,0,1,0,0,0,0,348,697,12327,SI,-32.9880056754694,-68.7010652608485
MENDOZA,Maipú,Russell,1083,0,15,3489,15,0,0,0,4602,1416,SI,-33.0046770772729,-68.8012715093769
MENDOZA,Maipú,San Roque,389,0,8,3114,0,0,0,104,3615,5093,SI,-33.0285638174611,-68.5981475648442
MENDOZA,Maipú,Barrio Jesús de Nazaret,0,0,0,0,0,0,0,33,33,399,--,-33.0103244179699,-68.7265920537237
MENDOZA,Maipú,El Pedregal,0,0,0,0,0,0,0,31,31,232,--,-32.8558805014704,-68.6544793531012
MENDOZA,Maipú,Villa Teresa,0,0,0,0,0,0,0,38,38,316,--,-33.0183178912335,-68.6288154157882
MENDOZA,Malargüe,Las Leñas,0,0,0,3,0,0,0,0,3,9,SI,-35.1539650781638,-70.0817910991633
MENDOZA,Malargüe,Malargüe,0,1613,4,4,0,3,0,28,1652,21619,SI,-35.4770107120892,-69.5886491865783
MENDOZA,Malargüe,Agua Escondida,0,0,0,1,0,2,0,0,3,443,--,-36.1532390359812,-68.3048428543176
MENDOZA,Rivadavia,Andrade,0,0,0,0,0,0,0,13,13,216,--,-33.1624680014146,-68.506066911759
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,0,0,0,0,0,0,0,5,5,267,--,-33.2692489302548,-68.4383631651486
MENDOZA,Rivadavia,Barrio Rivadavia,0,0,0,0,0,0,0,63,63,408,--,-33.2304643070476,-68.4837256054182
MENDOZA,Rivadavia,El Mirador,0,0,0,1,0,0,0,66,67,783,--,-33.2906467543213,-68.3475556585345
MENDOZA,Rivadavia,La Central,0,0,0,0,0,0,0,98,98,802,--,-33.2736424903477,-68.3224073182181
MENDOZA,Rivadavia,La Esperanza,0,0,0,0,0,0,0,33,33,200,--,-33.3170659709211,-68.3343426790403
MENDOZA,Rivadavia,La Florida,0,0,0,0,0,0,0,96,96,1518,--,-33.2827922646265,-68.4657172961175
MENDOZA,Rivadavia,La Libertad,0,0,0,0,0,0,0,60,60,582,--,-33.2163869013321,-68.5166268853637
MENDOZA,Rivadavia,Los Árboles,0,0,0,0,0,0,0,8,8,362,--,-33.1813162523339,-68.5759160345244
MENDOZA,Rivadavia,Los Campamentos,0,0,0,0,0,0,0,81,81,1062,SI,-33.2763607628549,-68.4008493516637
MENDOZA,Rivadavia,Medrano,0,0,1,0,0,0,0,3,4,1598,SI,-33.1787463382932,-68.6219271508795
MENDOZA,Rivadavia,Mundo Nuevo,0,0,0,0,0,0,0,13,13,295,--,-33.1753415989261,-68.4371725862256
MENDOZA,Rivadavia,Reducción de Abajo,0,0,0,0,0,0,0,61,61,490,SI,-33.2063088772501,-68.5835152115814
MENDOZA,Rivadavia,Rivadavia,828,0,8,2893,0,3,0,903,4635,31038,SI,-33.19403215031,-68.4736188877526
MENDOZA,Rivadavia,Santa María de Oro,0,0,0,0,0,0,0,42,42,609,--,-33.2059806305116,-68.4335589109359
MENDOZA,San Carlos,Chilecito,0,0,0,0,0,0,0,153,153,1033,--,-33.8934020968296,-69.0804633582269
MENDOZA,San Carlos,Eugenio Bustos,36,0,0,0,0,0,0,628,664,5591,SI,-33.7850224488548,-69.0729045258216
MENDOZA,San Carlos,La Consulta,164,0,0,0,0,1,0,639,804,8241,SI,-33.7386757381913,-69.1281255649691
MENDOZA,San Carlos,San Carlos,0,167,0,1,0,0,0,400,568,3886,--,-33.7744494556708,-69.0490909178745
MENDOZA,San Carlos,Pareditas,0,0,0,86,1,0,0,33,120,1021,SI,-33.9452563037172,-69.0824859034273
MENDOZA,San Carlos,Barrio El Cepillo,0,0,0,0,0,0,0,47,47,109,--,-33.8386533809471,-69.1303497215532
MENDOZA,San Martín,Alto Salvador,0,0,0,34,0,0,0,19,53,0,--,-33.0359716817131,-68.4708407197208
MENDOZA,San Martín,Alto Verde,0,0,0,63,0,0,0,88,151,1627,--,-33.1195037386563,-68.4180218961221
MENDOZA,San Martín,Chapanay,0,0,1,7,0,0,0,32,40,1486,SI,-32.9801177295667,-68.4765253845307
MENDOZA,San Martín,El Ramblón,0,0,0,0,0,0,0,107,107,159,--,-33.1617709736953,-68.2954844260235
MENDOZA,San Martín,Montecaseros,0,0,0,0,0,0,0,94,94,1106,SI,-33.0109966347898,-68.3936801268915
MENDOZA,San Martín,Nueva California,0,0,0,0,0,0,0,47,47,208,--,-32.7450606095364,-68.335450804198
MENDOZA,San Martín,San Martín,0,3,0,2813,0,1,0,894,3711,79476,--,-33.0732178033808,-68.4605125505865
MENDOZA,San Martín,Tres Porteñas,0,0,0,3,0,0,0,209,212,2545,SI,-32.8994801779562,-68.3990962886724
MENDOZA,San Martín,El Espino,0,0,0,0,0,0,0,59,59,376,--,-33.077333062302,-68.3982838200909
MENDOZA,San Rafael,25 de Mayo,0,79,1,0,0,0,0,14,94,1450,SI,-34.5859138924719,-68.5495682219631
MENDOZA,San Rafael,Cuadro Benegas,35,0,2,2094,0,1,0,418,2550,1253,SI,-34.6331750282237,-68.2302164082512
MENDOZA,San Rafael,El Nihuil,0,0,0,0,0,0,0,89,89,1030,SI,-35.0353713864246,-68.6806149266928
MENDOZA,San Rafael,Goudge,0,1,0,0,1,0,0,177,179,2126,SI,-34.6803228490363,-68.1358422919666
MENDOZA,San Rafael,San Rafael,3121,1757,215,13,216,0,0,1235,6557,118009,SI,-34.6356104202068,-68.3310920132847
MENDOZA,San Rafael,Punta del Agua,0,0,0,2,0,0,0,0,2,382,--,-35.530165567926,-68.0825092985548
MENDOZA,San Rafael,Las Malvinas,0,0,0,0,0,0,0,54,54,232,SI,-34.8384149976168,-68.2539362219611
MENDOZA,San Rafael,Monte Comán,0,0,0,0,0,0,0,431,431,3529,SI,-34.5971809945468,-67.8842899055404
MENDOZA,San Rafael,Rama Caída,0,0,0,0,0,0,0,459,459,850,SI,-34.7043760307316,-68.3708631047738
MENDOZA,San Rafael,Real del Padre,0,0,0,0,0,0,0,670,670,3635,SI,-34.8433149755939,-67.7674203749059
MENDOZA,San Rafael,Salto de Las Rosas,0,0,1,0,0,0,0,365,366,1343,SI,-34.726958284268,-68.2329031579027
MENDOZA,San Rafael,Villa Atuel,0,0,0,0,0,0,0,351,351,3311,SI,-34.8345022006919,-67.9257905889932
MENDOZA,San Rafael,Jaime Prats,0,0,0,0,0,0,0,94,94,419,SI,-34.9146831219286,-67.8191470107259
MENDOZA,San Rafael,Capitán Montoya,0,0,0,0,0,0,0,2,2,362,--,-34.5835613146884,-68.4654391114406
MENDOZA,Santa Rosa,Barrio 12 de Octubre,0,0,0,3,0,0,0,0,3,177,--,-33.1912015360595,-68.2809624398751
MENDOZA,Santa Rosa,La Dormida,0,0,0,1,0,0,0,396,397,2270,SI,-33.3499243562079,-67.9160460628593
MENDOZA,Santa Rosa,Las Catitas,0,0,0,0,0,0,0,287,287,3621,SI,-33.3001058785583,-68.0532182373693
MENDOZA,Santa Rosa,Santa Rosa,0,0,0,2,0,0,0,153,155,2509,SI,-33.2544227888887,-68.1567438797332
MENDOZA,Tunuyán,Los Sauces,0,20,0,1,0,0,0,0,21,661,SI,-33.5952101670008,-69.1840214848841
MENDOZA,Tunuyán,Tunuyán,473,1375,1,11,0,0,0,16,1876,28859,SI,-33.5775549686559,-69.0253759357637
MENDOZA,Tunuyán,Vista Flores,0,0,0,0,0,0,0,265,265,4358,SI,-33.651355463945,-69.1646922660824
MENDOZA,Tunuyán,Campo Los Andes,0,55,0,0,0,0,0,0,55,538,--,-33.707078744557,-69.1826331369796
MENDOZA,Tunuyán,Colonia Las Rosas,0,0,0,0,0,0,0,199,199,2169,SI,-33.6129364669522,-69.1126485401013
MENDOZA,Tupungato,San José,0,0,0,37,0,0,0,17,54,1445,--,-33.3068450101282,-69.1645780862147
MENDOZA,Tupungato,Tupungato,517,0,0,3,0,3,0,598,1121,13218,SI,-33.3643638135734,-69.1513190958561
MENDOZA,Tupungato,Cordón del Plata,0,0,0,0,0,0,0,344,344,1713,SI,-33.4689491349532,-69.1399451802858
MENDOZA,Tupungato,La Arboleda,0,0,0,0,0,0,0,45,45,540,--,-33.3688267818118,-69.1247363670469
MISIONES,25 de Mayo,25 de Mayo,0,0,0,0,538,2,0,0,540,3838,SI,-27.3715719938072,-54.7475224881518
MISIONES,25 de Mayo,Colonia Alicia,0,0,0,0,20,0,0,32,52,277,--,-27.3792090956035,-54.3672999680752
MISIONES,25 de Mayo,Colonia Aurora,0,0,0,0,10,1,0,61,72,832,SI,-27.479557957166,-54.5154356645941
MISIONES,25 de Mayo,San Francisco de Asís,0,0,0,15,40,0,0,25,80,603,--,-27.4597786529494,-54.7478069154214
MISIONES,25 de Mayo,Santa Rita,0,0,0,30,150,1,0,50,231,1433,SI,-27.5183529379611,-54.7305712624723
MISIONES,25 de Mayo,Alicia Baja,0,0,0,0,0,0,0,24,24,219,--,-27.4285421255893,-54.3575081480921
MISIONES,25 de Mayo,Alba Posse,0,0,0,40,0,0,0,0,40,486,SI,-27.5641504979908,-54.687011236345
MISIONES,Apóstoles,Apóstoles,1876,3510,0,4,0,1,0,138,5529,24083,SI,-27.909806877888,-55.7532126178864
MISIONES,Apóstoles,Azara,0,10,0,0,0,1,0,146,157,3165,SI,-28.0572512053051,-55.6767993766976
MISIONES,Apóstoles,San José,165,0,0,1,0,0,0,425,591,5338,SI,-27.7653179990542,-55.7746920758949
MISIONES,Cainguás,Aristóbulo del Valle,1,1194,0,4,0,2,0,0,1201,12375,SI,-27.0952902000827,-54.8949054572105
MISIONES,Cainguás,Campo Grande,10,0,0,4,0,1,0,0,15,6547,SI,-27.2062681295066,-54.979095503669
MISIONES,Cainguás,Dos de Mayo Núcleo I,0,0,0,1330,0,0,0,0,1330,6504,SI,-27.0205393332885,-54.6877327006159
MISIONES,Cainguás,Salto Encantado,0,42,0,0,0,1,0,22,65,3543,SI,-27.0822797871022,-54.8334856092969
MISIONES,Cainguás,Pueblo Illia,0,0,0,0,0,0,0,38,38,348,--,-27.1485153432864,-54.5624940052185
MISIONES,Cainguás,Dos de Mayo Núcleo III,0,0,0,0,0,0,0,81,81,739,--,-27.0065768537216,-54.6123536244069
MISIONES,Candelaria,Bonpland,43,0,0,0,0,0,0,0,43,1842,SI,-27.4820696887808,-55.4774200837194
MISIONES,Candelaria,Candelaria,873,1,0,0,0,2,0,0,876,13777,SI,-27.4591653471738,-55.7430844145913
MISIONES,Candelaria,Mártires,0,0,0,0,13,0,0,3,16,530,--,-27.4188647592881,-55.3777936639947
MISIONES,Candelaria,Profundidad,0,0,0,0,0,0,0,3,3,385,--,-27.5585198137316,-55.7034474067364
MISIONES,Candelaria,Santa Ana,195,0,0,0,0,0,0,0,195,4985,SI,-27.3671212837411,-55.5805568560225
MISIONES,Capital,Garupá,1167,1038,0,7995,0,0,0,85,10285,13595,SI,-27.4788128514289,-55.8224411787639
MISIONES,Capital,Nemesio Parma,0,0,0,0,0,0,0,1,1,960,--,-27.367003658843,-55.9982208456294
MISIONES,Capital,Posadas,7195,70150,0,3613,12,8,0,230,81208,275028,SI,-27.36621704276,-55.8940020980262
MISIONES,Concepción,Concepción de la Sierra,0,458,0,3,0,1,0,154,616,6332,SI,-27.9813155596218,-55.5209343056683
MISIONES,Concepción,La Corita,0,12,0,0,0,0,0,0,12,279,--,-27.8884115577679,-55.3552996953
MISIONES,Eldorado,Colonia Victoria,6,0,0,0,0,0,0,0,6,1461,SI,-26.3298887730818,-54.6215572258235
MISIONES,Eldorado,Eldorado,7798,0,0,0,5,1,0,0,7804,57323,SI,-26.4086211746541,-54.6238428075538
MISIONES,Eldorado,Puerto Mado,0,0,0,0,1,0,0,0,1,342,--,-26.2310899121585,-54.6247146607981
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,0,0,0,1,370,0,0,0,371,6492,SI,-26.2546761021204,-53.6472133435976
MISIONES,General Manuel Belgrano,Dos Hermanas,0,0,0,0,5,0,0,0,5,1956,--,-26.2918653520361,-53.7575832277415
MISIONES,Guaraní,El Soberbio,0,0,0,0,520,1,0,532,1053,5065,SI,-27.2908601020425,-54.2007777459323
